"","satCleanRoom","satCleanBath","satCleanCommon","satFrontStaff","satDiningStaff","satHouseStaff","satValetStaff","satPerks","satRoomPrice","satDiningPrice","satWifiPrice","satParkingPrice","satCity","satCloseTransp","satCloseEvents","satPoints","satRecognition","satOverall","distanceTraveled","nightsStayed","visitPurpose","avgRoomSpendPerNight","avgFoodSpendPerNight","avgWifiSpendPerNight","eliteStatus"
"202",4,4,4,4,4,5,4,6,5,3,5,6,4,3,3,5,6,5,243,2,"Business",149,5,7.45,"Gold"
"203",5,4,3,4,2,4,4,1,6,3,6,5,5,3,7,4,5,4,417,5,"Conference",165,59.61,7.58,"Silver"
"204",3,5,4,7,5,5,5,5,6,4,6,4,6,3,6,4,5,4,1078,6,"Conference",162.333333333333,17.82,8.975,"Gold"
"205",5,5,4,7,6,5,4,7,4,5,5,6,5,6,4,6,5,5,525,4,"Business",141.5,10,2.475,"Platinum"
"206",4,5,4,2,3,3,4,5,3,2,3,2,3,3,3,4,3,2,2449,2,"Concert",149,5,9.975,"NoStatus"
"207",4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,3,4,4,648,5,"SportsEvent",175,16.54,13.55,"Silver"
"208",5,5,5,5,5,2,3,6,4,5,4,5,4,5,3,4,4,5,170,4,"Conference",151.5,10,8.2,"Gold"
"209",5,3,4,5,4,5,3,5,4,5,2,5,4,5,4,3,3,4,2083,2,"SportsEvent",159,10,0,"NoStatus"
"210",4,3,3,5,5,5,4,4,3,5,4,6,6,7,5,4,2,4,557,1,"Vacation",149,78.24,0,"NoStatus"
"211",3,4,3,4,4,5,2,4,4,4,3,4,4,5,3,5,4,3,541,3,"Vacation",139,10,2.65,"Gold"
"212",5,6,4,4,3,3,3,5,4,3,5,4,4,5,4,5,5,4,1256,2,"Concert",149,5,11.45,"Silver"
"213",4,4,3,4,3,5,4,4,5,3,4,3,5,6,5,5,3,5,558,2,"SportsEvent",159,5,3.975,"NoStatus"
"214",3,4,3,3,4,4,3,4,4,4,5,5,4,5,5,5,3,5,858,2,"Concert",144,13.01,8.95,"Silver"
"215",4,5,4,4,5,5,5,4,2,3,4,2,5,5,5,4,5,2,286,2,"Business",159,5,9.975,"Platinum"
"216",4,3,3,3,4,5,6,2,2,3,2,3,3,5,5,3,3,4,101,4,"Vacation",146.5,21.76,9.475,"NoStatus"
"217",2,3,5,4,4,4,6,5,4,2,4,3,3,3,3,4,2,3,440,4,"Conference",154,10.49,3.975,"Silver"
"218",2,3,4,4,3,3,4,5,5,4,4,5,3,5,4,4,5,5,243,2,"SportsEvent",149,8.92,5,"Gold"
"219",3,2,3,2,1,2,3,2,3,3,4,5,2,3,3,2,3,2,636,2,"SportsEvent",159,92.53,3.975,"NoStatus"
"220",4,5,3,4,4,4,4,5,4,3,5,3,3,5,4,5,3,5,370,4,"OtherOrMixed",169,18.11,5.2125,"Silver"
"221",7,6,5,4,3,3,4,5,3,5,3,5,6,4,5,5,4,5,228,2,"Conference",139,15,13.95,"NoStatus"
"222",4,3,4,1,3,3,2,1,3,2,2,5,2,4,2,3,3,4,311,6,"SportsEvent",154,22.17,9.64166666666667,"NoStatus"
"223",5,6,4,4,5,6,2,6,3,5,4,6,3,4,2,5,5,5,163,6,"Conference",137.333333333333,34.81,6.125,"NoStatus"
"224",4,4,3,3,2,5,2,4,4,5,4,5,4,4,5,2,3,5,390,7,"SportsEvent",139,20.61,3.69285714285714,"Gold"
"225",6,6,3,5,4,4,4,6,6,4,6,5,6,5,6,4,4,5,164,3,"Concert",145.666666666667,13.01,4.96666666666667,"Gold"
"226",7,4,3,5,4,6,3,5,5,4,5,5,7,6,6,5,4,5,982,2,"Business",139,59.19,8.975,"Silver"
"227",6,5,6,3,2,4,2,5,3,5,4,6,5,4,5,5,6,5,70,5,"Business",161,37.9,3.58,"Silver"
"228",4,4,5,4,5,5,4,6,6,4,5,5,4,5,4,4,5,4,800,2,"Conference",164,25,3.975,"Gold"
"229",6,6,6,5,4,3,5,6,6,5,6,5,5,6,5,4,3,5,216,2,"Business",149,10,3.975,"Gold"
"230",4,4,3,6,5,4,4,5,5,4,5,5,5,5,5,6,6,5,575,1,"Business",139,10,5,"Silver"
"231",4,4,3,4,3,4,4,4,1,4,3,3,2,2,4,3,3,2,438,2,"Vacation",139,29.78,4.975,"NoStatus"
"232",3,3,3,3,3,3,2,5,5,4,4,5,5,3,4,4,4,4,1525,2,"Vacation",164,42.19,5,"NoStatus"
"233",3,3,4,3,3,3,3,4,4,3,4,5,3,6,4,3,3,4,175,2,"Vacation",174,40,9.975,"Silver"
"234",4,4,3,6,4,6,4,3,3,4,3,5,5,5,6,4,4,5,68,3,"OtherOrMixed",129,45.92,10.9666666666667,"Silver"
"235",2,4,2,2,2,4,4,3,5,4,4,4,2,4,4,3,2,4,342,4,"OtherOrMixed",161.5,18.32,6.9875,"Silver"
"236",3,4,6,5,5,4,4,3,5,3,4,5,3,4,6,4,5,6,200,4,"Conference",159,11.03,11.4625,"Silver"
"237",5,5,3,3,4,3,3,3,5,3,5,4,4,5,4,3,3,4,1448,6,"Vacation",194,17.9,10.6333333333333,"Silver"
"238",3,3,4,4,4,4,3,4,3,7,3,6,4,6,5,5,3,5,728,6,"Conference",140.666666666667,37.58,6.3,"Silver"
"239",4,4,3,2,2,4,3,4,3,4,3,3,3,5,3,4,3,5,622,11,"SportsEvent",152.636363636364,24.76,9.24545454545454,"Silver"
"240",5,5,4,4,5,5,4,6,4,3,3,5,5,4,5,3,4,5,252,1,"Vacation",149,69.96,0,"Silver"
"241",4,4,3,4,4,5,5,4,2,3,3,3,3,4,3,4,3,4,122,8,"SportsEvent",150.25,29.62,7.60625,"Silver"
"242",2,4,4,4,3,5,5,4,5,2,4,3,3,3,3,4,4,2,243,6,"Concert",160.666666666667,27.77,8.31666666666667,"Gold"
"243",5,4,4,4,4,4,2,3,4,3,5,6,5,3,4,4,3,4,423,4,"SportsEvent",159,31.32,3.225,"NoStatus"
"244",4,4,5,3,3,4,4,4,3,2,4,4,6,5,4,5,5,4,1166,4,"Business",149,0,10.2125,"Gold"
"245",5,5,6,3,4,2,7,2,4,2,3,1,3,4,3,3,4,3,234,2,"Vacation",159,46.63,8.975,"NoStatus"
"246",4,4,4,3,3,4,3,5,3,3,4,3,4,4,4,6,4,3,711,2,"Business",159,79.47,5,"Silver"
"247",4,3,4,3,2,3,3,4,4,2,4,5,4,3,4,3,4,4,1537,7,"Vacation",149,20.12,5.70714285714286,"Platinum"
"248",4,5,6,6,5,7,2,6,4,4,6,6,5,5,5,4,5,5,361,1,"Conference",129,29.39,0,"Silver"
"249",5,6,5,5,5,4,3,4,4,5,4,6,5,6,6,5,4,4,2254,2,"Business",154,10,8.975,"Silver"
"250",4,4,5,4,4,5,7,5,3,2,3,3,4,3,5,5,4,3,743,4,"Vacation",176.5,13.69,5.7125,"Silver"
"251",4,4,3,5,4,7,3,5,5,5,5,5,5,3,6,5,4,5,179,2,"Concert",159,10,11.45,"Silver"
"252",4,4,5,3,5,5,3,3,2,4,2,4,3,4,3,3,2,4,185,3,"SportsEvent",152.333333333333,48.8,7.61666666666667,"NoStatus"
"253",4,3,3,2,1,4,3,3,5,2,5,3,3,2,4,4,3,2,276,2,"Vacation",184,56.77,5,"Silver"
"254",5,5,5,4,3,4,3,4,3,4,4,5,4,3,3,3,4,3,101,1,"Vacation",189,10,0,"Gold"
"255",4,4,3,3,3,5,3,2,3,3,2,4,3,5,4,2,2,2,151,3,"SportsEvent",152.333333333333,10,8.31666666666667,"NoStatus"
"256",6,4,3,4,4,4,3,4,5,6,6,4,5,5,5,5,5,4,323,4,"Business",154,10.61,4.475,"Gold"
"257",6,5,5,5,4,5,2,5,3,4,3,4,6,4,4,5,4,4,1878,5,"Business",165,22.32,10.57,"Silver"
"258",4,5,5,6,3,5,3,4,2,1,2,5,5,5,5,4,4,6,994,4,"OtherOrMixed",156.5,48.15,10.2125,"NoStatus"
"259",3,5,4,4,3,5,5,4,6,3,6,4,4,4,5,5,5,5,71,2,"Business",159,10.76,9.975,"Silver"
"260",5,6,3,6,4,4,4,6,2,5,5,5,4,4,5,5,5,3,682,4,"Concert",136.5,5,5.2125,"Silver"
"261",1,3,5,3,4,4,4,4,3,4,2,4,3,4,5,3,4,3,262,3,"Business",149,70.95,5.95,"Silver"
"262",4,6,6,5,5,4,2,5,3,4,6,6,5,6,5,4,5,6,555,4,"Business",156.5,37.64,3.975,"Gold"
"263",4,4,6,5,6,5,5,4,2,3,3,3,6,5,6,5,5,5,57,1,"Conference",189,5,0,"Silver"
"264",5,4,3,3,3,4,2,3,5,6,3,6,5,4,3,2,2,4,786,6,"SportsEvent",135.666666666667,34.27,7.98333333333333,"NoStatus"
"265",5,4,4,4,3,3,2,5,4,6,4,6,3,4,4,5,3,4,542,6,"Business",145.666666666667,10,11.4583333333333,"Gold"
"266",3,3,3,5,4,5,3,5,4,4,5,4,3,4,5,5,4,5,24,3,"Concert",162.333333333333,10,1.65,"NoStatus"
"267",6,6,4,5,4,6,5,5,3,5,3,4,2,4,2,5,4,5,1030,2,"Business",149,7.61,3.975,"Silver"
"268",6,5,4,6,4,5,5,7,5,4,6,3,5,3,4,4,4,6,600,1,"Vacation",149,10,0,"Platinum"
"269",2,3,4,5,4,5,4,4,4,3,5,3,4,5,6,5,4,5,89,4,"Conference",174,5,13.95,"Silver"
"270",4,5,5,4,4,3,3,5,4,3,4,5,5,3,6,6,3,3,143,2,"OtherOrMixed",174,19.85,6.45,"Silver"
"271",4,3,3,3,2,3,2,3,3,4,4,4,2,4,2,4,3,3,713,5,"SportsEvent",153,46.67,8.58,"NoStatus"
"272",5,5,4,2,2,4,4,2,4,3,4,3,3,4,3,4,2,2,1489,1,"SportsEvent",149,62.73,5,"NoStatus"
"273",4,2,2,4,3,5,5,3,3,4,4,3,3,4,5,4,3,3,199,3,"SportsEvent",152.333333333333,10,6.65,"NoStatus"
"274",4,5,5,2,4,5,4,5,5,3,4,4,4,3,5,5,5,4,205,5,"Business",173,46.05,12.75,"Silver"
"275",4,5,5,6,6,4,5,7,5,6,4,6,5,5,6,4,5,6,778,1,"Business",159,14.81,14.95,"Platinum"
"276",5,5,4,4,3,6,4,4,4,4,6,4,5,5,4,6,6,7,327,1,"Business",149,5,12.95,"Platinum"
"277",6,5,3,5,5,4,3,4,4,4,4,4,5,4,4,1,3,6,476,3,"Concert",159,63.69,3.31666666666667,"NoStatus"
"278",5,3,4,7,5,6,4,6,2,5,5,6,5,5,4,5,6,5,542,1,"Business",139,45.06,9.95,"Platinum"
"279",4,3,5,3,3,4,4,3,2,3,3,2,4,4,4,2,3,4,994,4,"Vacation",164,5.28,4.975,"NoStatus"
"280",5,5,3,5,5,5,6,3,2,4,3,4,4,7,5,5,5,6,490,5,"Conference",147,18.87,3.58,"NoStatus"
"281",4,3,4,1,2,3,3,1,3,2,2,3,3,2,3,2,3,2,335,5,"SportsEvent",151,5,10.17,"NoStatus"
"282",3,4,5,5,6,5,6,6,3,2,4,5,5,5,5,5,5,5,256,6,"Concert",157.333333333333,5.96,3.30833333333333,"Gold"
"283",5,5,4,4,4,6,4,4,2,3,1,4,4,4,3,5,3,5,252,4,"SportsEvent",139,85.19,11.9625,"NoStatus"
"284",2,5,3,5,4,6,2,6,4,5,4,6,6,5,5,5,5,5,223,2,"Business",149,10,4.975,"Gold"
"285",1,3,2,2,3,2,3,3,1,3,4,4,2,3,3,3,3,5,2194,6,"SportsEvent",145.666666666667,20.72,4.30833333333333,"NoStatus"
"286",4,5,3,3,3,3,4,3,5,3,4,4,3,4,4,3,2,2,228,4,"OtherOrMixed",166.5,111.31,6.2375,"NoStatus"
"287",4,4,4,4,3,5,6,6,6,3,5,2,2,3,3,5,5,3,452,3,"Business",172.333333333333,10,0,"Gold"
"288",5,5,4,4,3,4,4,5,4,4,7,4,5,5,3,4,4,4,288,2,"Business",169,19.52,6.45,"Silver"
"289",6,5,5,3,3,5,4,4,4,3,4,3,2,3,4,4,3,2,411,7,"Conference",166.142857142857,30.23,7.55714285714286,"Gold"
"290",3,2,3,3,4,4,3,4,5,3,4,3,3,5,4,4,3,3,144,1,"Business",149,5,4.95,"Platinum"
"291",5,4,4,4,5,5,5,5,4,3,4,4,4,4,4,5,5,4,903,1,"Business",189,45.83,9.95,"Gold"
"292",3,5,5,4,4,3,5,4,3,4,3,3,4,4,4,3,2,3,556,6,"SportsEvent",152.333333333333,23.75,3.975,"NoStatus"
"293",6,6,4,6,5,5,3,5,1,4,4,6,4,4,3,4,4,7,307,6,"Business",127.333333333333,4.87,3.475,"Gold"
"294",2,4,3,3,4,4,4,4,3,4,2,4,5,2,5,4,3,4,705,9,"Vacation",155.666666666667,17.45,5.63333333333333,"NoStatus"
"295",4,4,4,4,3,3,4,3,4,3,4,5,6,5,5,3,6,5,308,4,"Business",149,10,6.9875,"Silver"
"296",4,4,4,3,4,4,5,4,5,4,2,4,4,5,3,4,5,5,180,8,"Conference",144,26.62,8.6,"Silver"
"297",4,4,4,4,3,3,2,3,1,5,3,6,4,5,4,4,4,3,116,8,"SportsEvent",145.25,7.48,6.0875,"NoStatus"
"298",5,5,4,5,4,5,4,5,4,5,3,5,4,6,5,4,7,6,2343,4,"Business",144,48.11,13.2,"Silver"
"299",6,5,6,5,4,5,4,6,3,5,5,4,5,6,6,5,5,5,747,6,"Business",162.333333333333,12.81,4.30833333333333,"Platinum"
"300",5,6,4,5,2,4,5,4,4,4,2,5,3,4,3,4,2,4,283,4,"Vacation",141.5,5,6.4625,"NoStatus"
"301",3,3,2,4,5,5,5,4,4,2,4,3,3,4,2,3,4,3,377,6,"OtherOrMixed",167.333333333333,52.81,6.65833333333333,"NoStatus"
"302",4,3,5,3,4,3,1,3,4,4,3,5,3,3,4,4,3,5,233,4,"SportsEvent",144,24.86,5.7125,"Silver"
"303",4,3,4,4,4,3,2,5,5,4,4,3,2,3,5,4,3,3,1342,2,"OtherOrMixed",149,10,9.95,"Silver"
"304",5,5,4,5,5,6,4,4,3,6,4,6,4,5,5,4,3,5,334,2,"Concert",149,58.4,7.95,"Silver"
"305",6,6,4,4,3,3,2,4,5,3,5,5,4,6,5,4,4,4,1845,3,"Business",159,29.62,8.31666666666667,"Silver"
"306",3,2,3,3,3,3,3,3,5,4,6,5,3,3,4,4,3,4,704,12,"Conference",152.333333333333,34.68,5.05416666666667,"NoStatus"
"307",4,4,4,4,4,4,3,3,4,4,5,4,2,3,5,4,3,2,269,1,"Business",149,10,5,"Gold"
"308",5,5,4,5,4,3,3,4,5,4,5,5,4,5,4,4,6,5,726,1,"Conference",159,5,9.95,"Silver"
"309",5,5,4,6,5,6,4,5,5,5,6,7,4,6,4,5,5,4,201,4,"Concert",129,14.57,8.725,"Silver"
"310",4,4,3,5,4,3,4,5,6,3,7,4,2,3,4,4,5,4,763,8,"OtherOrMixed",159,22.28,10.34375,"Gold"
"311",3,4,3,2,4,3,3,4,5,4,3,4,4,1,4,4,4,3,753,7,"Conference",167.571428571429,22.37,5.10714285714286,"NoStatus"
"312",4,4,4,5,4,5,4,5,5,4,4,6,5,5,4,5,4,3,931,6,"Concert",140.666666666667,32.41,10.1333333333333,"NoStatus"
"313",4,4,6,4,4,6,2,3,4,3,4,5,5,5,5,4,5,3,3361,3,"SportsEvent",159,0,10.9666666666667,"Silver"
"314",4,4,4,2,3,4,4,4,4,4,4,4,3,5,3,3,4,3,1826,5,"OtherOrMixed",175,62.63,2.98,"NoStatus"
"315",4,3,3,3,4,4,3,3,4,3,3,4,3,6,4,3,3,2,190,6,"Conference",162.333333333333,10.92,2.98333333333333,"NoStatus"
"316",4,4,3,2,3,4,4,3,3,2,3,4,3,2,4,2,3,4,272,8,"SportsEvent",157.75,0,9.84375,"NoStatus"
"317",4,5,5,5,3,5,4,5,4,4,4,5,4,4,3,5,4,7,120,9,"SportsEvent",149,21.98,10.6333333333333,"Gold"
"318",4,6,3,4,4,5,5,6,4,3,6,5,3,4,4,4,5,4,895,4,"Conference",149,21.79,11.9625,"Gold"
"319",5,3,4,5,4,4,4,5,3,5,5,5,4,3,5,4,4,4,512,2,"Business",149,24.19,3.975,"NoStatus"
"320",5,6,4,5,5,5,4,4,4,3,5,4,4,5,6,4,4,5,538,3,"Conference",152.333333333333,25.32,4.3,"Gold"
"321",2,4,5,3,4,5,3,4,2,2,2,4,3,2,4,6,4,4,310,4,"Concert",166.5,5,6.2375,"Gold"
"322",4,3,4,3,3,3,4,4,3,2,4,4,3,3,2,5,4,4,1246,4,"OtherOrMixed",174,31.34,8.975,"Gold"
"323",3,3,2,3,3,5,5,3,5,4,3,4,2,4,5,4,4,2,417,3,"SportsEvent",169,10,12.6166666666667,"NoStatus"
"324",5,4,3,5,4,5,3,5,4,5,4,6,4,5,5,4,4,7,2671,3,"Conference",122.333333333333,36.44,5.96666666666667,"Silver"
"325",3,4,4,3,4,5,4,4,3,1,3,4,3,5,4,3,4,4,368,10,"SportsEvent",150,23.23,10.76,"NoStatus"
"326",5,4,3,3,3,5,3,4,5,3,3,5,4,3,5,3,4,4,48,2,"SportsEvent",159,5,13.95,"NoStatus"
"327",1,4,4,2,2,3,4,4,5,3,3,3,4,4,4,3,3,3,92,2,"Vacation",169,5,6.45,"Gold"
"328",2,4,4,3,3,2,4,2,3,3,2,4,3,3,4,2,3,2,451,5,"SportsEvent",159,14.13,0.99,"NoStatus"
"329",3,4,5,3,3,3,3,3,4,3,3,5,5,5,5,2,3,3,98,2,"SportsEvent",149,10,8.975,"NoStatus"
"330",4,5,3,2,2,3,3,3,2,3,2,4,3,5,4,4,2,2,102,2,"OtherOrMixed",154,5,6.45,"NoStatus"
"331",5,5,3,4,3,5,4,6,5,5,5,5,5,5,4,5,5,5,373,5,"Business",155,48.87,5.76,"Gold"
"332",3,5,4,4,3,5,3,6,5,5,5,5,5,6,5,4,4,5,1204,2,"Conference",159,10,8.975,"Silver"
"333",4,3,4,3,3,3,3,3,3,3,2,4,3,3,3,2,3,3,3409,2,"SportsEvent",144,10,13.95,"NoStatus"
"334",3,4,1,5,5,4,5,5,5,4,4,6,5,6,6,4,4,5,1470,3,"SportsEvent",145.666666666667,10,5.3,"Silver"
"335",3,6,4,5,3,3,3,3,5,5,3,5,4,2,3,2,5,3,447,4,"SportsEvent",139,26.52,4.475,"NoStatus"
"336",2,3,1,3,1,4,4,4,5,2,5,4,3,2,3,5,5,4,229,8,"Vacation",161.5,19.9,9.475,"Silver"
"337",4,4,3,3,2,4,3,5,3,4,4,4,4,4,4,4,4,3,88,11,"Business",152.636363636364,34.32,3.52272727272727,"Gold"
"338",4,5,4,5,4,6,5,4,2,4,4,4,4,5,4,4,3,5,326,5,"OtherOrMixed",139,24.39,4.77,"Silver"
"339",6,6,5,7,4,5,4,7,5,5,5,6,6,7,5,6,7,6,622,3,"Business",135.666666666667,69.05,10.3,"Platinum"
"340",3,3,4,4,3,3,3,3,6,4,4,5,4,4,4,3,3,4,772,4,"Concert",149,9.32,5.7,"Silver"
"341",6,5,6,6,5,7,3,5,3,4,6,5,5,6,5,5,7,4,292,1,"Conference",159,5,9.95,"Platinum"
"342",5,5,5,4,4,7,3,3,4,4,2,6,3,4,5,2,4,4,366,3,"SportsEvent",149,28.44,5.3,"NoStatus"
"343",5,5,6,5,4,5,6,5,6,4,6,3,6,5,5,6,5,5,1938,1,"Business",139,10,5,"Platinum"
"344",4,3,4,4,4,4,4,4,3,4,3,4,4,5,5,4,4,5,425,2,"Vacation",144,10,0,"Silver"
"345",5,5,4,4,4,3,2,4,4,4,2,5,5,4,5,4,4,5,1268,4,"Business",131.5,39.88,8.225,"Gold"
"346",5,6,4,5,4,3,4,7,4,3,3,4,4,4,4,5,6,5,1272,5,"Business",145,5,6.96,"Gold"
"347",5,4,4,5,4,6,5,6,4,3,5,5,5,5,5,4,5,5,269,2,"Business",149,5,14.95,"Platinum"
"348",3,5,5,6,5,5,6,5,4,4,3,5,5,4,5,6,7,6,898,5,"Business",149,29.06,11.76,"Platinum"
"349",3,5,4,3,4,5,4,3,4,2,3,3,4,3,3,4,3,3,315,6,"Concert",155.666666666667,11.62,9.64166666666667,"Silver"
"350",4,4,4,3,5,3,5,3,2,4,1,4,3,2,4,4,3,4,266,1,"SportsEvent",139,10,0,"NoStatus"
"351",5,5,4,5,4,6,4,4,3,4,4,6,5,6,5,4,5,4,288,4,"Conference",139,5,4.475,"Silver"
"352",5,6,5,3,4,4,4,5,4,3,5,4,3,3,3,6,5,3,890,1,"Conference",169,0,12.95,"Platinum"
"353",5,4,5,5,5,7,5,7,3,3,4,4,4,6,4,6,5,6,343,1,"Business",149,10,7.95,"Gold"
"354",6,6,5,6,5,3,3,6,5,4,7,6,4,4,6,5,3,3,151,1,"Business",159,10,14.95,"Gold"
"355",2,3,2,3,3,5,2,4,3,4,3,4,5,4,4,3,4,4,694,1,"Vacation",159,15,7.95,"NoStatus"
"356",3,3,4,3,2,3,3,3,6,2,4,4,5,5,5,3,3,4,1435,2,"Concert",179,18.66,8.975,"NoStatus"
"357",5,6,3,3,4,4,3,4,3,4,4,5,3,5,3,5,4,2,620,6,"Concert",159,19.67,4.63333333333333,"Silver"
"358",3,5,6,5,4,3,5,2,4,3,4,4,4,4,4,3,4,4,246,15,"OtherOrMixed",149,5.36,3.24666666666667,"NoStatus"
"359",5,4,4,5,4,3,5,5,3,3,5,4,5,4,5,5,5,5,847,2,"Business",184,48.18,0,"Platinum"
"360",3,4,4,3,4,4,4,4,4,4,4,3,4,4,5,4,3,3,767,8,"Business",159,25.18,4.225,"Silver"
"361",4,4,2,4,4,5,1,3,4,4,3,5,4,2,4,4,4,3,619,8,"Concert",145.25,5.29,8.48125,"NoStatus"
"362",7,5,4,4,4,5,4,4,2,5,3,5,4,4,4,4,5,4,162,1,"Business",119,39.83,5,"Gold"
"363",4,2,3,3,2,4,3,5,1,3,3,5,4,5,5,4,5,3,82,2,"Conference",139,16.71,4.975,"NoStatus"
"364",5,4,4,4,2,4,4,4,2,5,4,5,5,3,5,4,5,4,194,7,"Vacation",149,16,4.68571428571429,"Gold"
"365",4,3,5,3,4,3,4,3,4,3,4,4,2,4,4,3,4,3,130,1,"SportsEvent",159,10,14.95,"Silver"
"366",3,3,3,4,4,5,4,4,3,4,3,4,5,5,4,6,3,3,231,8,"Concert",155.25,12.68,3.85,"Silver"
"367",4,3,4,3,4,5,2,2,2,3,2,3,3,3,3,3,3,5,238,2,"SportsEvent",174,59.81,12.95,"Gold"
"368",4,5,5,4,3,5,3,6,5,4,3,4,5,3,4,5,4,5,221,2,"Business",149,14.14,8.95,"Gold"
"369",4,5,3,4,5,4,2,4,5,5,3,5,3,3,4,3,3,4,205,1,"Vacation",129,10,14.95,"Silver"
"370",6,5,4,4,3,5,3,6,6,5,5,5,4,2,5,4,4,6,3715,2,"Business",174,67.95,4.975,"Gold"
"371",4,3,3,3,4,5,2,4,4,3,3,5,4,2,4,4,5,4,136,7,"Business",153.285714285714,5,11.1071428571429,"Gold"
"372",3,4,2,4,4,3,6,5,6,3,5,4,3,4,4,4,6,4,982,6,"Business",150.666666666667,5.49,10.3,"Platinum"
"373",3,5,3,4,4,4,2,4,3,5,2,5,3,3,4,5,4,4,1305,6,"Concert",145.666666666667,42.76,10.9666666666667,"NoStatus"
"374",3,5,4,3,6,4,5,5,4,4,5,3,3,4,4,4,3,4,929,6,"Concert",154,22.6,3.80833333333333,"NoStatus"
"375",3,5,4,5,5,5,3,5,5,5,5,5,4,6,6,5,3,6,1298,2,"Business",159,32.18,9.975,"Gold"
"376",3,4,4,4,3,5,3,5,4,4,4,6,5,4,5,5,5,5,513,2,"Conference",164,97.04,9.975,"Platinum"
"377",2,4,3,5,4,7,4,4,2,4,2,5,4,4,4,3,3,3,378,2,"SportsEvent",149,21.27,8.95,"NoStatus"
"378",3,3,4,4,4,5,3,6,4,4,4,5,5,4,4,5,6,4,5063,3,"Conference",155.666666666667,42.86,7.95,"Platinum"
"379",5,6,5,4,3,5,5,4,3,3,4,3,3,4,3,3,4,4,540,7,"OtherOrMixed",154.714285714286,14.44,4.4,"Silver"
"380",5,5,4,3,2,4,3,4,3,4,3,4,3,3,2,3,3,4,325,7,"Business",143.285714285714,19.25,8.69285714285714,"NoStatus"
"381",4,5,5,3,3,4,3,3,5,5,4,5,4,6,4,5,4,4,187,9,"Concert",155.666666666667,11.65,4.86111111111111,"NoStatus"
"382",3,2,2,5,5,5,2,6,4,3,4,5,4,3,4,4,5,3,2523,4,"OtherOrMixed",164,28.34,7.4875,"Silver"
"383",6,4,4,3,1,3,3,3,4,3,4,4,3,4,3,4,4,3,856,2,"Vacation",144,5,13.95,"Gold"
"384",2,4,4,4,4,4,5,4,2,4,5,5,5,4,4,5,4,3,410,11,"Business",138.090909090909,33.21,5.15,"Silver"
"385",4,4,4,4,3,3,3,5,7,4,4,5,4,6,5,5,4,4,741,10,"Business",169,11.74,10.865,"Gold"
"386",3,4,4,3,3,3,3,3,5,4,4,5,3,3,4,3,4,4,990,4,"SportsEvent",154,22.6,6.9875,"Silver"
"387",5,6,5,5,5,6,2,4,2,4,2,6,5,6,5,5,5,5,979,6,"SportsEvent",120.666666666667,21.63,10.6333333333333,"Silver"
"388",4,5,4,5,3,3,5,5,4,3,5,4,3,3,5,4,4,5,5847,3,"SportsEvent",159,5,5.96666666666667,"Silver"
"389",5,4,4,5,4,5,4,4,4,4,3,6,5,5,6,3,4,4,237,7,"Vacation",140.428571428571,32.94,10.5285714285714,"Gold"
"390",4,3,5,4,4,4,4,2,3,5,5,4,4,5,4,3,2,6,1603,3,"SportsEvent",142.333333333333,15,4.3,"Silver"
"391",4,4,3,3,3,5,6,3,4,5,2,2,2,5,4,3,4,3,1001,1,"OtherOrMixed",159,15,12.95,"NoStatus"
"392",3,4,5,3,4,4,6,5,4,2,2,1,2,3,4,3,5,3,180,1,"Vacation",169,0,9.95,"NoStatus"
"393",7,6,4,6,5,5,5,7,4,7,5,4,6,5,6,4,5,7,624,2,"Business",144,51.87,0,"Gold"
"394",4,3,4,2,5,4,5,2,4,3,3,3,3,1,4,3,1,2,513,2,"SportsEvent",174,33,8.975,"NoStatus"
"395",5,5,6,5,4,5,3,5,6,5,4,6,4,5,3,5,5,5,285,6,"Conference",134,15.87,10.8,"Gold"
"396",4,4,4,6,5,6,5,5,4,5,3,4,6,6,6,5,5,4,118,1,"OtherOrMixed",149,10,7.95,"NoStatus"
"397",4,5,4,5,3,3,5,5,3,2,4,3,5,3,5,4,5,4,269,4,"Conference",141.5,15.09,2.475,"Platinum"
"398",3,4,3,4,3,5,3,4,4,4,4,5,4,6,3,5,5,3,103,10,"Concert",151,26.41,5.96,"Silver"
"399",4,4,5,2,2,3,5,3,3,5,4,4,3,4,4,3,4,3,579,2,"SportsEvent",164,19.67,4.975,"Silver"
"400",4,5,4,4,5,5,5,4,4,4,3,5,5,4,4,5,5,4,2342,7,"SportsEvent",153.285714285714,23.41,12.6642857142857,"Silver"
"401",6,5,3,6,4,4,4,4,3,4,4,6,6,6,5,4,3,6,259,8,"OtherOrMixed",135.25,26.62,11.20625,"Gold"
"402",2,4,6,4,5,4,3,4,4,4,3,5,4,5,5,4,5,4,211,7,"SportsEvent",157.571428571429,10.37,3.40714285714286,"Silver"
"403",6,4,5,5,4,4,4,4,5,3,4,4,5,3,4,4,5,4,1028,5,"Conference",163,23.81,8.97,"Silver"
"404",5,4,4,4,2,7,4,3,4,4,4,4,4,4,3,4,5,5,71,2,"Conference",159,37.33,7.95,"Silver"
"405",3,4,4,4,4,5,5,4,4,3,4,4,2,5,5,4,5,4,125,7,"SportsEvent",156.142857142857,35.97,12.9571428571429,"Silver"
"406",4,4,5,5,3,5,6,6,4,3,3,4,7,5,6,5,4,5,3281,3,"Business",152.333333333333,10,0,"Gold"
