"","Adaptable","BestValue","CuttingEdge","Delightful","Exciting","Friendly","Generous","Helpful","Intuitive","Brand"
"502",4,4,3,4,2,5,5,5,3,"Sierra"
"503",5,4,3,4,3,5,4,5,4,"Romeo"
"504",3,2,5,4,4,4,4,3,5,"Tango"
"505",5,3,3,4,3,4,4,3,3,"Romeo"
"506",6,5,4,4,3,4,3,6,5,"Papa"
"507",5,5,5,5,4,6,5,5,4,"Romeo"
"508",4,1,2,2,2,6,4,3,3,"Papa"
"509",4,5,6,4,4,3,4,3,3,"Sierra"
"510",5,4,5,4,5,4,3,4,4,"Sierra"
"511",3,2,6,5,5,4,5,5,5,"Sierra"
"512",3,5,5,4,5,4,5,5,5,"Sierra"
"513",4,4,3,4,4,3,4,3,3,"Sierra"
"514",4,4,5,5,6,4,5,4,2,"Sierra"
"515",4,2,3,2,3,5,2,5,3,"Sierra"
"516",5,3,3,4,5,3,5,5,6,"Romeo"
"517",4,3,4,3,2,5,5,3,4,"Romeo"
"518",4,1,3,2,3,5,3,5,4,"Romeo"
"519",5,4,4,6,6,4,5,5,5,"Romeo"
"520",4,2,6,4,5,4,4,6,4,"Sierra"
"521",3,2,4,5,5,4,4,4,4,"Sierra"
"522",5,3,5,4,4,4,3,4,4,"Sierra"
"523",2,4,4,4,4,3,5,5,4,"Sierra"
"524",6,6,4,4,5,4,3,4,4,"Sierra"
"525",5,4,4,4,5,4,4,3,4,"Romeo"
"526",4,4,6,6,6,5,5,3,4,"Tango"
"527",4,3,4,5,5,4,4,6,4,"Romeo"
"528",5,5,3,4,2,6,3,4,4,"Papa"
"529",5,4,5,6,5,3,4,4,4,"Sierra"
"530",4,3,2,4,4,5,3,5,5,"Papa"
"531",5,4,2,3,3,4,5,5,4,"Romeo"
"532",5,5,4,4,3,4,6,2,3,"Romeo"
"533",4,5,5,4,5,4,4,4,3,"Sierra"
"534",4,3,4,6,3,4,5,3,4,"Sierra"
"535",5,4,2,4,3,5,3,5,4,"Romeo"
"536",3,4,4,5,3,2,3,2,2,"Romeo"
"537",4,3,4,4,4,4,3,2,4,"Romeo"
"538",5,5,6,4,3,4,3,5,4,"Sierra"
"539",5,4,2,4,3,4,4,4,3,"Papa"
"540",5,5,4,4,5,4,3,3,5,"Romeo"
"541",2,2,3,3,2,2,3,4,3,"Sierra"
"542",3,3,4,6,5,3,5,4,5,"Sierra"
"543",4,3,4,5,3,3,3,6,4,"Romeo"
"544",5,3,2,5,4,6,5,4,3,"Romeo"
"545",5,5,5,5,5,4,3,4,2,"Sierra"
"546",4,5,5,3,5,5,5,6,3,"Tango"
"547",4,3,2,3,2,4,4,4,4,"Papa"
"548",3,4,4,4,3,7,3,5,4,"Papa"
"549",2,1,4,4,5,4,4,2,5,"Sierra"
"550",5,5,5,5,4,3,3,2,3,"Tango"
"551",3,2,4,5,3,4,4,4,4,"Sierra"
"552",4,5,3,5,4,5,4,7,5,"Romeo"
"553",5,4,3,3,3,4,3,4,4,"Papa"
"554",5,4,4,3,4,5,5,4,4,"Papa"
"555",5,5,3,2,3,5,3,3,4,"Romeo"
"556",4,4,4,3,5,4,4,3,4,"Romeo"
"557",4,4,5,4,4,5,3,4,5,"Sierra"
"558",3,4,4,4,4,5,5,4,4,"Sierra"
"559",3,4,3,5,4,2,3,3,4,"Sierra"
"560",3,4,3,5,4,4,3,2,4,"Sierra"
"561",4,3,5,4,5,4,5,4,3,"Sierra"
"562",4,3,3,4,2,5,4,4,4,"Romeo"
"563",4,4,3,3,5,4,4,3,3,"Romeo"
"564",5,5,5,4,4,6,3,5,4,"Romeo"
"565",5,5,3,5,3,3,4,3,3,"Tango"
"566",5,2,3,3,3,4,4,4,3,"Sierra"
"567",4,2,3,4,3,4,3,4,3,"Romeo"
"568",4,3,3,5,3,4,2,2,4,"Romeo"
"569",6,5,2,4,3,4,3,3,3,"Romeo"
"570",5,4,5,4,4,4,5,5,4,"Papa"
"571",6,5,6,5,4,5,3,4,4,"Romeo"
"572",5,3,5,5,5,6,4,5,4,"Sierra"
"573",4,3,3,3,3,5,3,3,5,"Papa"
"574",4,3,3,4,4,5,5,5,3,"Sierra"
"575",4,5,5,5,4,3,5,3,2,"Sierra"
"576",5,5,4,4,4,2,3,3,4,"Sierra"
"577",3,3,4,4,2,3,2,4,3,"Romeo"
"578",3,3,5,5,4,5,4,3,4,"Romeo"
"579",5,3,4,5,5,7,4,5,5,"Romeo"
"580",5,4,5,6,5,4,4,5,4,"Sierra"
"581",2,3,4,4,5,2,6,4,2,"Tango"
"582",4,4,2,4,3,4,4,4,3,"Romeo"
"583",4,4,3,3,3,5,2,5,5,"Papa"
"584",3,3,5,4,4,3,4,3,2,"Sierra"
"585",5,5,4,4,4,2,2,2,3,"Sierra"
"586",4,3,5,3,4,4,4,3,4,"Romeo"
"587",4,4,6,6,5,4,4,3,4,"Sierra"
"588",4,4,4,4,5,3,4,4,4,"Sierra"
"589",3,3,3,4,3,5,6,3,4,"Romeo"
"590",4,4,4,4,4,5,1,4,2,"Sierra"
"591",4,3,5,4,5,4,5,4,3,"Romeo"
"592",4,4,3,3,3,4,3,3,2,"Sierra"
"593",3,2,4,4,4,3,4,3,2,"Sierra"
"594",5,4,3,4,4,6,5,4,5,"Papa"
"595",6,6,3,4,4,5,4,4,5,"Sierra"
"596",4,5,3,4,4,4,5,5,5,"Romeo"
"597",4,2,5,5,3,3,3,5,4,"Sierra"
"598",3,3,5,4,2,3,5,4,3,"Sierra"
"599",3,2,2,2,4,5,3,4,4,"Sierra"
"600",4,4,3,3,4,4,5,4,5,"Sierra"
"601",4,5,3,3,6,6,3,5,4,"Sierra"
"602",3,3,4,4,4,5,4,4,4,"Sierra"
"603",6,4,5,4,3,5,5,5,5,"Romeo"
"604",3,4,3,4,3,3,4,3,3,"Romeo"
"605",4,2,4,5,4,4,4,4,5,"Romeo"
"606",4,3,4,4,2,5,4,4,3,"Romeo"
"607",5,4,4,3,6,4,5,6,4,"Tango"
"608",5,4,4,3,4,4,5,5,4,"Romeo"
"609",5,3,5,5,4,5,4,3,4,"Romeo"
"610",4,4,4,3,2,4,4,4,3,"Sierra"
"611",4,4,4,3,3,6,6,4,5,"Sierra"
"612",5,4,1,3,3,6,4,4,5,"Papa"
"613",5,5,4,5,4,4,4,4,5,"Romeo"
"614",6,4,3,3,1,4,4,4,4,"Romeo"
"615",4,4,6,5,4,3,4,3,4,"Tango"
"616",3,4,4,6,3,4,5,3,2,"Sierra"
"617",5,5,4,5,3,4,4,6,5,"Romeo"
"618",4,3,4,4,5,5,5,5,3,"Romeo"
"619",5,6,4,3,3,3,4,5,3,"Sierra"
"620",4,3,4,5,4,5,4,5,4,"Romeo"
"621",4,3,2,2,4,4,4,3,3,"Sierra"
"622",3,4,4,4,2,4,4,2,3,"Romeo"
"623",5,5,4,2,3,4,5,4,3,"Sierra"
"624",4,1,5,5,5,3,4,2,3,"Romeo"
"625",4,5,5,5,3,4,4,4,2,"Romeo"
"626",4,4,3,5,4,2,4,3,3,"Sierra"
"627",3,3,4,3,4,3,4,2,2,"Sierra"
"628",4,4,3,4,5,6,5,4,6,"Papa"
"629",4,5,5,6,5,6,3,5,5,"Romeo"
"630",5,6,2,3,3,6,4,5,4,"Papa"
"631",5,4,3,3,3,3,3,4,3,"Papa"
"632",5,4,4,5,3,4,5,3,3,"Sierra"
"633",5,5,3,3,5,4,5,5,3,"Sierra"
"634",5,4,3,4,4,5,5,5,3,"Papa"
"635",4,5,5,4,5,4,6,5,4,"Sierra"
"636",7,4,4,3,4,5,4,4,5,"Papa"
"637",3,3,4,3,3,4,4,2,4,"Sierra"
"638",4,2,3,4,3,3,5,2,2,"Romeo"
"639",5,5,5,5,3,4,3,3,3,"Papa"
"640",4,4,4,4,5,4,5,2,5,"Romeo"
"641",6,5,3,5,4,5,3,5,5,"Romeo"
"642",5,5,4,4,4,4,3,4,4,"Papa"
"643",3,3,5,5,5,3,6,2,3,"Tango"
"644",4,3,6,5,3,5,4,4,4,"Romeo"
"645",4,5,3,5,3,5,4,5,4,"Romeo"
"646",5,3,4,4,4,4,5,2,3,"Romeo"
"647",5,3,4,5,5,4,5,4,3,"Sierra"
"648",4,2,4,4,6,4,5,3,5,"Romeo"
"649",6,4,4,5,5,6,6,3,4,"Tango"
"650",5,5,6,3,6,5,5,5,5,"Romeo"
"651",4,5,2,3,3,5,4,3,3,"Romeo"
"652",4,2,4,6,3,4,4,3,5,"Romeo"
"653",5,4,4,4,5,5,3,5,4,"Romeo"
"654",4,4,1,3,3,4,4,5,4,"Romeo"
"655",4,3,3,4,3,4,4,4,2,"Romeo"
"656",4,4,6,5,4,3,4,3,3,"Romeo"
"657",3,4,3,2,4,3,3,3,4,"Romeo"
"658",5,4,5,5,4,5,7,3,5,"Sierra"
"659",5,4,5,6,4,4,5,4,4,"Papa"
"660",5,4,4,5,4,5,5,5,6,"Sierra"
"661",4,3,3,4,5,5,5,4,4,"Romeo"
"662",4,5,3,5,3,5,3,4,4,"Sierra"
"663",3,3,5,3,5,3,5,5,3,"Tango"
"664",4,4,4,2,5,5,2,4,3,"Romeo"
"665",6,4,4,4,3,4,3,6,5,"Sierra"
"666",6,4,5,5,4,6,4,3,5,"Romeo"
"667",3,5,6,4,4,2,5,5,2,"Sierra"
"668",3,3,3,3,4,3,4,3,3,"Papa"
"669",5,5,5,4,5,4,3,4,3,"Sierra"
"670",3,2,6,5,3,4,4,4,5,"Papa"
"671",4,4,4,5,2,6,2,3,4,"Papa"
"672",3,3,3,4,6,4,3,1,3,"Tango"
"673",3,5,2,3,1,3,3,3,3,"Romeo"
"674",3,3,5,2,3,4,4,4,4,"Romeo"
"675",5,4,4,4,4,3,4,3,4,"Romeo"
"676",2,3,4,4,5,4,5,6,5,"Papa"
"677",2,2,5,5,4,2,4,2,3,"Sierra"
"678",4,5,4,3,3,5,5,4,6,"Papa"
"679",5,5,2,2,2,4,2,3,4,"Papa"
"680",5,4,5,4,6,5,4,4,2,"Tango"
"681",4,2,2,2,4,4,4,3,3,"Sierra"
"682",4,4,3,3,4,5,4,4,4,"Romeo"
"683",3,2,4,5,3,3,4,4,4,"Romeo"
"684",6,5,3,4,4,4,3,3,3,"Tango"
"685",5,5,5,4,5,3,4,4,2,"Sierra"
"686",5,4,5,6,5,4,6,5,3,"Romeo"
"687",5,3,5,5,4,5,3,4,4,"Romeo"
"688",5,4,3,6,5,4,4,3,4,"Romeo"
"689",4,4,4,4,3,5,3,2,3,"Papa"
"690",5,3,4,4,4,3,4,5,4,"Papa"
"691",4,2,5,4,5,3,5,4,2,"Romeo"
"692",4,4,4,4,4,5,6,4,4,"Sierra"
"693",5,5,3,4,4,5,5,5,5,"Sierra"
"694",4,5,5,4,4,5,4,5,5,"Sierra"
"695",5,4,3,4,5,4,4,3,5,"Romeo"
"696",6,4,5,3,4,4,4,6,4,"Romeo"
"697",5,5,4,6,5,3,4,5,3,"Sierra"
"698",3,3,4,3,4,4,4,5,4,"Romeo"
"699",5,6,2,3,4,5,3,4,5,"Papa"
"700",4,4,4,4,4,5,3,4,4,"Romeo"
"701",4,4,5,5,5,4,5,4,3,"Romeo"
"702",6,5,2,3,2,4,5,4,3,"Romeo"
"703",3,4,4,3,4,4,2,3,2,"Romeo"
"704",4,2,4,4,3,4,5,4,5,"Romeo"
"705",5,4,6,6,5,4,6,4,4,"Tango"
"706",6,5,6,4,5,5,4,4,5,"Romeo"
"707",5,5,4,4,4,4,2,3,3,"Sierra"
"708",5,4,2,2,3,3,4,3,3,"Romeo"
"709",6,5,4,4,4,5,4,7,6,"Papa"
"710",3,4,3,4,5,4,5,5,4,"Sierra"
"711",4,5,3,4,4,5,3,3,3,"Sierra"
"712",5,5,5,4,3,5,3,5,4,"Romeo"
"713",4,3,6,3,4,6,5,5,5,"Romeo"
"714",5,3,2,5,4,5,3,4,4,"Romeo"
"715",4,5,4,3,4,3,6,2,3,"Papa"
"716",4,4,4,3,3,4,4,3,4,"Romeo"
"717",4,4,3,2,3,5,3,5,3,"Papa"
"718",3,4,5,4,6,5,5,3,4,"Sierra"
"719",4,5,5,5,4,4,5,4,4,"Sierra"
"720",6,5,5,4,4,4,5,6,4,"Romeo"
"721",5,5,2,2,3,4,3,4,3,"Papa"
"722",5,5,6,5,5,2,3,4,3,"Tango"
"723",4,4,6,6,5,4,4,4,4,"Sierra"
"724",5,4,4,3,4,5,3,6,4,"Romeo"
"725",5,3,4,4,4,3,5,3,4,"Romeo"
"726",4,2,5,5,4,6,4,3,4,"Romeo"
"727",5,5,2,3,4,4,2,5,4,"Romeo"
"728",4,4,5,6,5,5,5,3,3,"Tango"
"729",2,2,3,2,2,3,3,4,4,"Papa"
"730",3,5,4,3,3,4,2,2,3,"Sierra"
"731",5,4,5,4,4,6,5,4,3,"Sierra"
"732",4,5,4,3,4,4,3,4,3,"Romeo"
"733",4,4,4,3,5,4,4,6,3,"Romeo"
"734",5,4,3,4,4,4,5,5,4,"Papa"
"735",3,5,4,4,4,4,4,4,3,"Romeo"
"736",6,5,4,5,4,4,4,6,4,"Romeo"
"737",4,3,5,5,4,3,5,3,4,"Romeo"
"738",5,3,4,5,4,5,5,4,4,"Romeo"
"739",4,3,3,4,4,4,5,3,4,"Sierra"
"740",4,3,3,3,3,5,4,3,3,"Papa"
"741",4,5,3,5,5,4,3,3,3,"Sierra"
"742",2,4,3,4,3,4,3,2,3,"Papa"
"743",3,1,7,3,4,3,6,3,3,"Tango"
"744",3,3,5,4,4,7,5,3,5,"Romeo"
"745",4,3,4,5,5,4,4,5,4,"Papa"
"746",5,4,2,4,4,5,5,3,3,"Papa"
"747",2,2,5,5,4,3,5,4,4,"Romeo"
"748",4,4,4,4,5,6,5,4,4,"Romeo"
"749",4,5,4,5,4,4,4,3,3,"Papa"
"750",6,4,4,4,3,4,4,5,4,"Papa"
"751",2,3,4,6,5,3,5,2,3,"Sierra"
"752",4,4,4,4,3,4,4,4,3,"Sierra"
"753",3,3,5,5,4,4,6,4,4,"Sierra"
"754",4,4,3,4,4,5,5,3,4,"Sierra"
"755",5,5,4,3,3,5,3,3,2,"Romeo"
"756",6,6,5,4,5,6,5,4,4,"Sierra"
"757",3,3,5,5,5,3,5,3,2,"Sierra"
"758",6,5,2,4,3,4,4,4,4,"Romeo"
"759",5,3,4,5,4,5,4,3,4,"Romeo"
"760",3,3,3,5,3,4,5,3,3,"Romeo"
"761",3,5,4,4,3,5,3,3,4,"Tango"
"762",4,5,3,4,6,5,4,4,4,"Romeo"
"763",6,2,5,5,3,5,3,5,4,"Romeo"
"764",4,4,5,4,5,3,4,2,3,"Sierra"
"765",4,4,5,3,4,4,5,4,3,"Tango"
"766",5,3,5,5,5,4,5,5,4,"Sierra"
"767",4,4,3,3,1,4,3,3,2,"Romeo"
"768",6,6,5,5,5,5,4,5,5,"Romeo"
"769",2,2,4,6,4,2,4,5,4,"Sierra"
"770",4,3,5,5,6,3,5,2,3,"Tango"
"771",4,5,4,5,4,5,5,4,2,"Sierra"
"772",4,3,3,4,3,3,4,5,4,"Sierra"
"773",2,2,5,5,4,6,4,4,5,"Romeo"
"774",5,3,6,4,5,5,5,5,4,"Sierra"
"775",3,3,3,6,4,3,6,4,5,"Sierra"
"776",4,3,3,6,4,5,3,5,6,"Papa"
"777",6,6,3,3,4,5,4,5,4,"Sierra"
"778",5,3,5,3,3,5,5,4,4,"Papa"
"779",5,3,2,3,3,5,4,4,5,"Papa"
"780",5,4,5,5,5,5,4,5,5,"Romeo"
"781",3,4,3,2,3,5,3,4,4,"Papa"
"782",4,5,4,4,3,4,4,2,3,"Romeo"
"783",4,4,5,4,5,4,4,3,2,"Tango"
"784",5,2,5,5,5,5,5,4,4,"Sierra"
"785",4,5,4,4,4,5,4,5,4,"Romeo"
"786",3,2,2,3,2,4,4,4,3,"Papa"
"787",4,3,6,6,6,4,3,4,4,"Tango"
"788",4,5,4,4,5,3,4,5,4,"Sierra"
"789",3,4,5,4,3,5,5,3,2,"Sierra"
"790",4,3,3,3,1,4,4,4,2,"Papa"
"791",4,4,3,3,3,3,4,4,3,"Sierra"
"792",4,4,3,4,2,5,3,4,5,"Romeo"
"793",5,6,4,6,5,3,6,4,3,"Tango"
"794",5,4,4,5,5,5,5,4,4,"Tango"
"795",5,5,3,5,3,6,4,5,5,"Sierra"
"796",4,2,3,4,5,4,6,4,4,"Sierra"
"797",4,4,3,4,3,6,3,4,5,"Romeo"
"798",4,5,4,4,4,2,6,4,4,"Papa"
"799",4,4,5,3,3,4,4,3,3,"Romeo"
"800",4,5,4,5,5,5,3,4,4,"Sierra"
"801",4,6,4,5,4,4,5,5,3,"Romeo"
"802",4,5,5,3,4,3,4,3,3,"Sierra"
"803",5,4,5,3,3,4,3,6,5,"Papa"
"804",4,3,4,4,3,4,5,5,5,"Romeo"
"805",3,3,3,5,2,3,3,4,4,"Romeo"
"806",5,4,4,7,4,4,5,3,3,"Sierra"
"807",4,4,4,3,3,5,4,5,3,"Romeo"
"808",4,4,3,3,4,3,5,3,4,"Romeo"
"809",3,3,4,4,5,5,5,5,4,"Romeo"
"810",4,4,5,4,3,3,5,2,4,"Sierra"
"811",4,3,3,5,3,4,3,4,3,"Sierra"
"812",4,3,4,3,3,2,3,3,4,"Sierra"
"813",4,4,6,5,5,6,5,5,5,"Romeo"
"814",3,4,5,5,3,5,4,6,5,"Romeo"
"815",3,6,3,2,2,3,3,5,2,"Sierra"
"816",3,4,5,5,5,4,4,4,3,"Sierra"
"817",4,2,2,3,3,4,5,4,4,"Papa"
"818",4,3,5,5,4,5,6,4,4,"Sierra"
"819",4,5,5,5,6,4,6,3,3,"Sierra"
"820",6,5,6,6,5,4,4,4,4,"Sierra"
"821",4,4,5,3,4,5,4,5,4,"Sierra"
"822",4,4,5,5,5,6,3,4,4,"Sierra"
"823",4,3,4,4,4,4,5,4,4,"Romeo"
"824",4,4,4,4,4,3,5,5,5,"Romeo"
"825",5,3,3,4,3,4,5,5,5,"Papa"
"826",5,5,5,4,5,4,5,4,3,"Tango"
"827",3,5,4,5,3,4,5,4,3,"Romeo"
"828",5,3,4,4,3,5,5,4,4,"Sierra"
"829",4,3,4,3,2,4,2,5,4,"Romeo"
"830",3,3,3,2,3,4,3,2,3,"Sierra"
"831",5,4,3,5,5,5,4,5,5,"Romeo"
"832",4,3,2,4,3,3,3,5,3,"Romeo"
"833",5,5,4,4,4,5,3,4,5,"Romeo"
"834",4,4,5,6,4,5,6,5,5,"Romeo"
"835",4,5,3,4,3,3,4,3,5,"Sierra"
"836",5,4,4,6,5,5,4,6,5,"Sierra"
"837",5,5,5,4,4,4,4,4,4,"Sierra"
"838",3,3,3,3,3,4,3,3,2,"Sierra"
"839",6,5,4,3,4,5,3,4,3,"Sierra"
"840",4,3,3,3,2,3,5,3,4,"Sierra"
"841",6,4,3,3,3,4,4,3,3,"Romeo"
"842",4,3,5,4,3,5,5,4,4,"Romeo"
"843",6,4,5,4,4,4,4,4,4,"Romeo"
"844",4,5,6,5,4,3,6,2,1,"Tango"
"845",4,5,6,5,6,4,4,3,3,"Tango"
"846",3,4,4,3,4,5,4,4,3,"Sierra"
"847",4,4,7,4,5,5,6,5,4,"Sierra"
"848",4,3,5,7,4,3,4,2,5,"Sierra"
"849",3,2,5,3,5,3,3,5,4,"Romeo"
"850",6,6,5,4,4,4,4,5,5,"Sierra"
"851",5,4,2,2,4,4,5,4,5,"Romeo"
"852",5,2,4,4,7,6,4,5,4,"Tango"
"853",4,3,3,3,2,3,4,3,3,"Romeo"
"854",5,5,3,6,3,3,5,4,3,"Sierra"
"855",6,5,3,4,2,5,3,4,4,"Papa"
"856",5,5,4,3,5,4,4,4,3,"Sierra"
"857",3,4,5,3,5,4,4,5,3,"Sierra"
"858",4,4,6,5,4,4,5,5,4,"Sierra"
"859",3,4,4,3,4,1,3,3,3,"Sierra"
"860",3,4,4,4,5,3,4,4,3,"Sierra"
"861",2,3,4,3,5,5,5,3,2,"Sierra"
"862",5,4,2,2,2,5,4,5,4,"Papa"
"863",5,5,4,3,4,5,6,3,3,"Sierra"
"864",5,4,3,6,3,3,3,3,3,"Sierra"
"865",3,3,5,5,5,4,5,4,4,"Romeo"
"866",6,5,5,3,3,3,4,2,3,"Sierra"
"867",4,5,3,3,1,4,4,5,4,"Romeo"
"868",4,4,5,4,5,5,4,5,6,"Sierra"
"869",5,4,5,3,3,4,4,3,5,"Romeo"
"870",4,4,4,4,4,5,5,4,4,"Sierra"
"871",4,4,3,2,5,4,3,2,3,"Tango"
"872",6,6,2,4,3,4,3,4,4,"Sierra"
"873",6,3,4,2,4,3,4,3,2,"Sierra"
"874",4,4,4,4,4,4,5,4,4,"Sierra"
"875",4,5,5,2,4,3,6,3,2,"Sierra"
"876",5,4,3,3,5,5,3,3,3,"Sierra"
"877",3,4,4,4,4,4,3,2,2,"Tango"
"878",3,2,4,5,5,4,4,3,4,"Sierra"
"879",6,4,5,4,6,6,5,4,5,"Tango"
"880",4,4,7,4,3,3,3,2,4,"Sierra"
"881",5,5,2,3,2,4,3,4,4,"Papa"
"882",4,2,4,5,3,4,5,3,4,"Papa"
"883",4,4,5,4,4,5,2,2,4,"Romeo"
"884",4,3,5,4,4,4,3,4,3,"Sierra"
"885",4,2,4,4,3,4,5,4,3,"Sierra"
"886",4,5,3,3,3,6,4,5,4,"Romeo"
"887",5,5,3,4,4,6,5,6,5,"Romeo"
"888",5,3,4,3,3,4,5,5,4,"Papa"
"889",4,4,5,6,5,5,5,3,4,"Sierra"
"890",3,3,4,5,4,5,4,5,4,"Romeo"
"891",4,4,4,4,3,3,4,3,4,"Sierra"
"892",3,5,4,5,4,4,4,4,2,"Romeo"
"893",4,1,2,5,4,4,4,6,5,"Romeo"
"894",4,4,3,3,3,3,3,4,3,"Papa"
"895",4,4,4,5,3,5,4,5,4,"Romeo"
"896",4,3,4,4,5,3,4,2,3,"Romeo"
"897",5,5,6,5,6,4,5,1,2,"Tango"
"898",3,2,4,5,4,5,5,4,3,"Sierra"
"899",5,4,3,3,3,6,4,4,2,"Romeo"
"900",4,4,3,2,4,3,4,4,3,"Papa"
"901",5,4,4,6,3,5,3,5,4,"Romeo"
"902",5,4,4,4,5,5,5,5,4,"Sierra"
"903",4,5,5,5,3,2,5,3,3,"Romeo"
"904",5,5,3,4,4,5,4,5,5,"Romeo"
"905",5,4,5,4,5,6,5,4,4,"Sierra"
"906",5,4,4,4,3,4,5,3,3,"Romeo"
"907",5,5,3,4,4,3,4,5,4,"Papa"
"908",4,5,5,5,5,4,5,3,2,"Tango"
"909",4,3,4,3,5,3,4,3,4,"Sierra"
"910",5,4,5,4,4,4,3,4,4,"Sierra"
"911",2,3,4,6,2,3,5,2,2,"Romeo"
"912",3,4,3,3,4,5,1,4,3,"Papa"
"913",5,4,4,4,3,4,3,4,4,"Papa"
"914",4,4,3,4,3,5,4,4,4,"Romeo"
"915",4,4,3,4,4,5,4,4,4,"Sierra"
"916",3,3,5,3,4,5,5,4,3,"Papa"
"917",5,5,5,5,5,5,5,5,5,"Sierra"
"918",4,4,5,3,4,5,4,3,6,"Romeo"
"919",5,3,4,3,4,5,5,5,5,"Romeo"
"920",4,2,5,5,3,4,3,5,4,"Tango"
"921",5,4,4,3,4,4,3,5,4,"Romeo"
"922",4,6,3,4,3,4,7,4,2,"Romeo"
"923",5,4,2,2,3,3,3,3,4,"Romeo"
"924",4,5,2,3,2,3,4,2,2,"Romeo"
"925",3,3,4,5,6,3,5,4,4,"Romeo"
"926",4,4,4,5,3,4,4,4,4,"Sierra"
"927",4,4,3,4,4,5,4,1,4,"Romeo"
"928",5,3,4,4,4,6,4,5,4,"Romeo"
"929",4,2,3,4,5,3,4,5,3,"Papa"
"930",3,2,3,4,4,4,5,5,4,"Papa"
"931",5,5,3,3,2,6,3,3,5,"Romeo"
"932",5,4,6,4,4,4,3,5,4,"Sierra"
"933",5,5,2,3,3,5,3,6,4,"Papa"
"934",5,4,3,3,3,5,4,6,5,"Papa"
"935",6,4,5,4,4,4,3,4,3,"Romeo"
"936",5,5,3,6,2,4,5,4,4,"Romeo"
"937",5,3,4,3,3,5,3,3,5,"Papa"
"938",5,5,5,4,4,4,3,4,4,"Papa"
"939",5,3,3,4,2,4,4,5,4,"Papa"
"940",6,4,5,4,4,5,5,4,2,"Sierra"
"941",5,5,5,3,4,6,4,5,5,"Romeo"
"942",5,5,4,4,4,3,5,2,2,"Romeo"
"943",4,5,4,4,4,4,5,3,3,"Sierra"
"944",4,3,3,6,3,3,3,3,4,"Sierra"
"945",3,2,2,2,3,2,3,3,2,"Romeo"
"946",3,3,5,5,4,3,4,3,3,"Sierra"
"947",4,4,5,4,4,6,3,4,4,"Romeo"
"948",5,3,3,2,2,5,4,5,5,"Papa"
"949",4,2,3,4,3,6,5,4,3,"Sierra"
"950",5,4,3,3,3,5,3,3,5,"Papa"
"951",6,5,5,4,4,5,3,5,4,"Sierra"
"952",6,5,3,4,3,6,4,5,4,"Sierra"
"953",4,4,4,3,3,4,4,5,4,"Romeo"
"954",4,3,6,4,4,5,6,3,5,"Sierra"
"955",3,3,3,3,4,4,3,3,3,"Romeo"
"956",4,5,4,4,4,6,6,4,4,"Romeo"
"957",5,4,3,4,3,3,3,4,3,"Sierra"
"958",4,1,4,4,3,5,4,5,5,"Papa"
"959",5,4,3,3,3,3,3,3,3,"Romeo"
"960",4,5,3,5,5,6,5,6,5,"Romeo"
"961",3,5,4,5,4,4,5,3,2,"Sierra"
"962",5,4,5,3,3,5,4,4,4,"Sierra"
"963",4,4,4,3,3,3,4,4,3,"Sierra"
"964",3,4,4,5,2,5,5,4,4,"Sierra"
"965",4,5,3,3,4,5,5,1,3,"Romeo"
"966",3,4,2,3,2,4,3,3,4,"Romeo"
"967",4,4,3,2,2,3,3,3,3,"Sierra"
"968",5,4,5,3,3,4,4,4,4,"Tango"
"969",5,4,6,4,5,6,4,4,4,"Sierra"
"970",2,2,5,4,3,4,5,5,2,"Sierra"
"971",5,3,2,3,3,4,4,6,5,"Romeo"
"972",6,4,5,3,4,7,4,4,6,"Papa"
"973",5,5,3,3,4,5,4,3,4,"Romeo"
"974",3,3,5,6,4,5,5,5,4,"Sierra"
"975",5,4,5,5,5,4,4,3,3,"Romeo"
"976",4,5,5,4,5,4,5,4,2,"Tango"
"977",4,4,3,2,2,5,5,3,4,"Papa"
"978",5,6,5,3,4,4,3,3,4,"Sierra"
"979",5,5,3,4,4,5,5,3,4,"Romeo"
"980",5,4,4,3,4,3,3,4,3,"Sierra"
"981",4,3,6,4,5,4,4,4,4,"Sierra"
"982",5,5,5,5,5,3,4,3,4,"Sierra"
"983",5,4,3,3,4,5,3,4,4,"Romeo"
"984",4,5,4,4,5,4,3,3,5,"Sierra"
"985",7,5,5,5,5,7,5,6,6,"Romeo"
"986",3,3,3,4,3,6,5,5,4,"Romeo"
"987",5,5,3,4,3,4,3,3,4,"Sierra"
"988",5,3,5,4,3,5,3,5,5,"Romeo"
"989",5,5,4,4,3,4,4,4,5,"Romeo"
"990",5,4,3,4,4,5,5,5,4,"Sierra"
"991",5,5,4,4,3,5,4,5,4,"Papa"
"992",5,4,4,5,3,4,5,4,4,"Papa"
"993",4,4,7,5,7,5,6,4,4,"Sierra"
"994",4,3,6,4,5,4,4,5,4,"Sierra"
"995",4,5,5,5,3,3,5,2,3,"Sierra"
"996",1,3,4,4,4,5,4,3,4,"Sierra"
"997",4,3,6,5,5,5,5,5,4,"Papa"
"998",3,3,4,3,4,3,4,1,3,"Sierra"
"999",3,2,5,4,5,3,5,3,2,"Romeo"
"1000",5,5,4,3,4,5,5,3,4,"Romeo"
"1001",3,4,6,6,5,4,6,2,2,"Tango"
"1002",4,4,4,4,4,4,4,4,4,"Papa"
"1003",3,4,4,3,5,3,4,3,3,"Tango"
