"";"resp.id";"ques";"alt";"carpool";"seat";"cargo";"eng";"price";"choice"
"1708";38;15;1;"no";"8";"2ft";"gas";"35";0
"1709";38;15;2;"no";"8";"2ft";"hyb";"30";1
"1710";38;15;3;"no";"8";"2ft";"hyb";"35";0
"1711";39;1;1;"no";"6";"2ft";"hyb";"40";0
"1712";39;1;2;"no";"8";"3ft";"hyb";"35";1
"1713";39;1;3;"no";"7";"2ft";"hyb";"30";0
"1714";39;2;1;"no";"8";"2ft";"elec";"35";0
"1715";39;2;2;"no";"7";"3ft";"gas";"35";1
"1716";39;2;3;"no";"8";"2ft";"gas";"30";0
"1717";39;3;1;"no";"8";"3ft";"elec";"35";0
"1718";39;3;2;"no";"6";"3ft";"gas";"30";1
"1719";39;3;3;"no";"8";"2ft";"gas";"40";0
"1720";39;4;1;"no";"8";"2ft";"hyb";"35";0
"1721";39;4;2;"no";"6";"3ft";"gas";"40";1
"1722";39;4;3;"no";"7";"3ft";"hyb";"35";0
"1723";39;5;1;"no";"6";"3ft";"gas";"35";1
"1724";39;5;2;"no";"6";"2ft";"elec";"40";0
"1725";39;5;3;"no";"8";"3ft";"gas";"40";0
"1726";39;6;1;"no";"6";"2ft";"elec";"35";0
"1727";39;6;2;"no";"8";"2ft";"elec";"40";1
"1728";39;6;3;"no";"6";"2ft";"gas";"40";0
"1729";39;7;1;"no";"6";"2ft";"elec";"30";0
"1730";39;7;2;"no";"8";"2ft";"gas";"35";1
"1731";39;7;3;"no";"6";"3ft";"hyb";"40";0
"1732";39;8;1;"no";"7";"3ft";"hyb";"40";0
"1733";39;8;2;"no";"7";"2ft";"hyb";"40";0
"1734";39;8;3;"no";"8";"2ft";"hyb";"40";1
"1735";39;9;1;"no";"6";"2ft";"hyb";"30";1
"1736";39;9;2;"no";"8";"3ft";"elec";"30";0
"1737";39;9;3;"no";"7";"3ft";"elec";"30";0
"1738";39;10;1;"no";"7";"2ft";"gas";"40";0
"1739";39;10;2;"no";"7";"3ft";"gas";"40";0
"1740";39;10;3;"no";"8";"3ft";"gas";"30";1
"1741";39;11;1;"no";"6";"3ft";"elec";"30";0
"1742";39;11;2;"no";"6";"3ft";"elec";"40";0
"1743";39;11;3;"no";"8";"3ft";"hyb";"30";1
"1744";39;12;1;"no";"8";"3ft";"elec";"40";0
"1745";39;12;2;"no";"6";"2ft";"gas";"35";0
"1746";39;12;3;"no";"6";"3ft";"hyb";"35";1
"1747";39;13;1;"no";"8";"3ft";"gas";"35";0
"1748";39;13;2;"no";"6";"2ft";"gas";"30";1
"1749";39;13;3;"no";"7";"3ft";"elec";"35";0
"1750";39;14;1;"no";"6";"3ft";"hyb";"30";0
"1751";39;14;2;"no";"6";"3ft";"elec";"35";0
"1752";39;14;3;"no";"7";"2ft";"gas";"35";1
"1753";39;15;1;"no";"8";"2ft";"elec";"30";0
"1754";39;15;2;"no";"7";"3ft";"gas";"30";1
"1755";39;15;3;"no";"7";"2ft";"gas";"30";0
"1756";40;1;1;"yes";"7";"3ft";"elec";"30";1
"1757";40;1;2;"yes";"8";"2ft";"gas";"35";0
"1758";40;1;3;"yes";"6";"3ft";"gas";"35";0
"1759";40;2;1;"yes";"8";"2ft";"elec";"35";0
"1760";40;2;2;"yes";"7";"2ft";"hyb";"40";0
"1761";40;2;3;"yes";"6";"3ft";"gas";"40";1
"1762";40;3;1;"yes";"8";"3ft";"hyb";"35";0
"1763";40;3;2;"yes";"8";"3ft";"elec";"35";0
"1764";40;3;3;"yes";"7";"2ft";"gas";"35";1
"1765";40;4;1;"yes";"6";"2ft";"hyb";"35";1
"1766";40;4;2;"yes";"8";"3ft";"elec";"40";0
"1767";40;4;3;"yes";"7";"2ft";"elec";"35";0
"1768";40;5;1;"yes";"8";"2ft";"gas";"30";1
"1769";40;5;2;"yes";"7";"3ft";"gas";"40";0
"1770";40;5;3;"yes";"7";"3ft";"gas";"30";0
"1771";40;6;1;"yes";"7";"3ft";"elec";"35";0
"1772";40;6;2;"yes";"6";"2ft";"gas";"35";1
"1773";40;6;3;"yes";"7";"3ft";"hyb";"30";0
"1774";40;7;1;"yes";"8";"2ft";"hyb";"35";1
"1775";40;7;2;"yes";"7";"3ft";"hyb";"40";0
"1776";40;7;3;"yes";"7";"3ft";"hyb";"35";0
"1777";40;8;1;"yes";"6";"3ft";"hyb";"30";1
"1778";40;8;2;"yes";"6";"3ft";"hyb";"40";0
"1779";40;8;3;"yes";"8";"2ft";"elec";"40";0
"1780";40;9;1;"yes";"6";"3ft";"elec";"40";0
"1781";40;9;2;"yes";"6";"2ft";"hyb";"40";0
"1782";40;9;3;"yes";"8";"3ft";"gas";"35";1
"1783";40;10;1;"yes";"6";"2ft";"gas";"30";0
"1784";40;10;2;"yes";"8";"3ft";"hyb";"30";0
"1785";40;10;3;"yes";"6";"3ft";"elec";"30";1
"1786";40;11;1;"yes";"7";"2ft";"hyb";"30";1
"1787";40;11;2;"yes";"7";"2ft";"gas";"40";0
"1788";40;11;3;"yes";"6";"2ft";"elec";"40";0
"1789";40;12;1;"yes";"7";"2ft";"hyb";"35";0
"1790";40;12;2;"yes";"6";"3ft";"hyb";"35";0
"1791";40;12;3;"yes";"6";"3ft";"gas";"30";1
"1792";40;13;1;"yes";"6";"2ft";"gas";"40";0
"1793";40;13;2;"yes";"7";"3ft";"elec";"40";0
"1794";40;13;3;"yes";"7";"2ft";"elec";"30";1
"1795";40;14;1;"yes";"6";"2ft";"hyb";"30";1
"1796";40;14;2;"yes";"8";"2ft";"hyb";"40";0
"1797";40;14;3;"yes";"8";"2ft";"gas";"40";0
"1798";40;15;1;"yes";"8";"3ft";"gas";"30";1
"1799";40;15;2;"yes";"7";"2ft";"gas";"30";0
"1800";40;15;3;"yes";"7";"2ft";"elec";"40";0
"1801";41;1;1;"no";"7";"3ft";"hyb";"35";0
"1802";41;1;2;"no";"6";"2ft";"gas";"40";0
"1803";41;1;3;"no";"7";"2ft";"hyb";"30";1
"1804";41;2;1;"no";"7";"3ft";"gas";"40";0
"1805";41;2;2;"no";"6";"3ft";"hyb";"30";1
"1806";41;2;3;"no";"7";"3ft";"hyb";"40";0
"1807";41;3;1;"no";"8";"2ft";"hyb";"30";0
"1808";41;3;2;"no";"7";"2ft";"elec";"35";1
"1809";41;3;3;"no";"6";"2ft";"hyb";"30";0
"1810";41;4;1;"no";"8";"3ft";"gas";"40";1
"1811";41;4;2;"no";"8";"2ft";"hyb";"35";0
"1812";41;4;3;"no";"7";"3ft";"elec";"40";0
"1813";41;5;1;"no";"8";"2ft";"gas";"40";0
"1814";41;5;2;"no";"7";"2ft";"elec";"40";0
"1815";41;5;3;"no";"6";"2ft";"gas";"30";1
"1816";41;6;1;"no";"6";"3ft";"hyb";"35";1
"1817";41;6;2;"no";"7";"2ft";"hyb";"35";0
"1818";41;6;3;"no";"6";"2ft";"gas";"35";0
"1819";41;7;1;"no";"6";"3ft";"gas";"30";1
"1820";41;7;2;"no";"8";"3ft";"hyb";"30";0
"1821";41;7;3;"no";"8";"2ft";"gas";"35";0
"1822";41;8;1;"no";"7";"2ft";"hyb";"40";0
"1823";41;8;2;"no";"8";"3ft";"elec";"40";0
"1824";41;8;3;"no";"6";"3ft";"elec";"30";1
"1825";41;9;1;"no";"8";"3ft";"hyb";"35";0
"1826";41;9;2;"no";"8";"3ft";"elec";"30";1
"1827";41;9;3;"no";"8";"3ft";"elec";"35";0
"1828";41;10;1;"no";"7";"2ft";"elec";"30";0
"1829";41;10;2;"no";"7";"3ft";"gas";"30";1
"1830";41;10;3;"no";"8";"2ft";"elec";"30";0
"1831";41;11;1;"no";"8";"3ft";"gas";"35";1
"1832";41;11;2;"no";"8";"2ft";"gas";"30";0
"1833";41;11;3;"no";"6";"2ft";"hyb";"35";0
"1834";41;12;1;"no";"6";"3ft";"gas";"35";0
"1835";41;12;2;"no";"7";"3ft";"elec";"35";0
"1836";41;12;3;"no";"8";"3ft";"gas";"30";1
"1837";41;13;1;"no";"6";"2ft";"hyb";"40";0
"1838";41;13;2;"no";"8";"2ft";"elec";"40";0
"1839";41;13;3;"no";"7";"3ft";"elec";"30";1
"1840";41;14;1;"no";"6";"3ft";"hyb";"40";0
"1841";41;14;2;"no";"6";"2ft";"elec";"35";1
"1842";41;14;3;"no";"7";"2ft";"gas";"30";0
"1843";41;15;1;"no";"6";"3ft";"elec";"35";1
"1844";41;15;2;"no";"6";"3ft";"gas";"40";0
"1845";41;15;3;"no";"6";"3ft";"elec";"40";0
"1846";42;1;1;"no";"8";"3ft";"gas";"35";1
"1847";42;1;2;"no";"8";"3ft";"hyb";"35";0
"1848";42;1;3;"no";"7";"3ft";"gas";"30";0
"1849";42;2;1;"no";"8";"3ft";"hyb";"40";0
"1850";42;2;2;"no";"8";"3ft";"gas";"30";0
"1851";42;2;3;"no";"8";"3ft";"hyb";"30";1
"1852";42;3;1;"no";"8";"2ft";"elec";"35";0
"1853";42;3;2;"no";"7";"3ft";"hyb";"40";0
"1854";42;3;3;"no";"6";"2ft";"gas";"30";1
"1855";42;4;1;"no";"7";"2ft";"elec";"40";0
"1856";42;4;2;"no";"7";"2ft";"hyb";"35";1
"1857";42;4;3;"no";"8";"2ft";"gas";"35";0
"1858";42;5;1;"no";"6";"3ft";"hyb";"35";0
"1859";42;5;2;"no";"6";"3ft";"hyb";"30";1
"1860";42;5;3;"no";"6";"2ft";"gas";"35";0
"1861";42;6;1;"no";"8";"2ft";"gas";"40";0
"1862";42;6;2;"no";"8";"2ft";"elec";"40";0
"1863";42;6;3;"no";"6";"3ft";"gas";"35";1
"1864";42;7;1;"no";"7";"2ft";"hyb";"30";0
"1865";42;7;2;"no";"6";"3ft";"elec";"35";1
"1866";42;7;3;"no";"8";"3ft";"gas";"40";0
"1867";42;8;1;"no";"6";"2ft";"elec";"40";1
"1868";42;8;2;"no";"7";"3ft";"gas";"35";0
"1869";42;8;3;"no";"6";"2ft";"hyb";"35";0
"1870";42;9;1;"no";"6";"3ft";"gas";"40";0
"1871";42;9;2;"no";"6";"2ft";"elec";"35";0
"1872";42;9;3;"no";"7";"3ft";"elec";"30";1
"1873";42;10;1;"no";"6";"3ft";"gas";"30";1
"1874";42;10;2;"no";"7";"2ft";"elec";"30";0
"1875";42;10;3;"no";"6";"2ft";"hyb";"30";0
"1876";42;11;1;"no";"8";"2ft";"elec";"30";0
"1877";42;11;2;"no";"6";"3ft";"elec";"40";0
"1878";42;11;3;"no";"7";"3ft";"hyb";"30";1
"1879";42;12;1;"no";"8";"2ft";"hyb";"40";0
"1880";42;12;2;"no";"7";"2ft";"hyb";"40";0
"1881";42;12;3;"no";"6";"3ft";"elec";"30";1
"1882";42;13;1;"no";"8";"3ft";"elec";"40";0
"1883";42;13;2;"no";"6";"3ft";"hyb";"40";0
"1884";42;13;3;"no";"8";"3ft";"elec";"30";1
"1885";42;14;1;"no";"6";"2ft";"hyb";"40";0
"1886";42;14;2;"no";"7";"2ft";"elec";"35";0
"1887";42;14;3;"no";"7";"2ft";"gas";"30";1
"1888";42;15;1;"no";"7";"3ft";"gas";"40";0
"1889";42;15;2;"no";"6";"2ft";"elec";"30";1
"1890";42;15;3;"no";"7";"3ft";"elec";"35";0
"1891";43;1;1;"no";"7";"2ft";"gas";"35";0
"1892";43;1;2;"no";"7";"3ft";"hyb";"40";0
"1893";43;1;3;"no";"6";"2ft";"hyb";"35";1
"1894";43;2;1;"no";"6";"2ft";"hyb";"40";0
"1895";43;2;2;"no";"8";"2ft";"gas";"40";0
"1896";43;2;3;"no";"6";"3ft";"gas";"35";1
"1897";43;3;1;"no";"8";"2ft";"elec";"40";0
"1898";43;3;2;"no";"7";"2ft";"hyb";"35";1
"1899";43;3;3;"no";"7";"3ft";"elec";"40";0
"1900";43;4;1;"no";"8";"3ft";"gas";"30";1
"1901";43;4;2;"no";"7";"2ft";"elec";"40";0
"1902";43;4;3;"no";"7";"3ft";"hyb";"35";0
"1903";43;5;1;"no";"7";"3ft";"gas";"30";1
"1904";43;5;2;"no";"8";"2ft";"hyb";"30";0
"1905";43;5;3;"no";"8";"3ft";"elec";"35";0
"1906";43;6;1;"no";"8";"2ft";"elec";"30";0
"1907";43;6;2;"no";"7";"3ft";"elec";"35";0
"1908";43;6;3;"no";"6";"2ft";"gas";"35";1
"1909";43;7;1;"no";"6";"3ft";"elec";"35";0
"1910";43;7;2;"no";"6";"3ft";"elec";"40";1
"1911";43;7;3;"no";"7";"2ft";"gas";"40";0
"1912";43;8;1;"no";"7";"3ft";"hyb";"30";1
"1913";43;8;2;"no";"8";"3ft";"hyb";"40";0
"1914";43;8;3;"no";"6";"3ft";"hyb";"30";0
"1915";43;9;1;"no";"6";"3ft";"hyb";"40";0
"1916";43;9;2;"no";"6";"3ft";"hyb";"35";0
"1917";43;9;3;"no";"7";"2ft";"gas";"30";1
"1918";43;10;1;"no";"8";"3ft";"hyb";"35";1
"1919";43;10;2;"no";"7";"2ft";"elec";"30";0
"1920";43;10;3;"no";"7";"2ft";"hyb";"40";0
"1921";43;11;1;"no";"6";"2ft";"elec";"35";0
"1922";43;11;2;"no";"7";"3ft";"elec";"30";0
"1923";43;11;3;"no";"6";"3ft";"gas";"30";1
"1924";43;12;1;"no";"6";"2ft";"elec";"30";0
"1925";43;12;2;"no";"6";"3ft";"elec";"30";0
"1926";43;12;3;"no";"6";"2ft";"gas";"30";1
"1927";43;13;1;"no";"7";"2ft";"elec";"35";0
"1928";43;13;2;"no";"8";"2ft";"gas";"30";1
"1929";43;13;3;"no";"6";"3ft";"gas";"40";0
"1930";43;14;1;"no";"8";"2ft";"gas";"35";0
"1931";43;14;2;"no";"8";"3ft";"elec";"40";0
"1932";43;14;3;"no";"6";"2ft";"gas";"40";1
"1933";43;15;1;"no";"8";"3ft";"gas";"35";1
"1934";43;15;2;"no";"8";"3ft";"elec";"30";0
"1935";43;15;3;"no";"7";"3ft";"gas";"40";0
"1936";44;1;1;"yes";"8";"2ft";"elec";"40";0
"1937";44;1;2;"yes";"8";"3ft";"elec";"35";0
"1938";44;1;3;"yes";"7";"2ft";"hyb";"35";1
"1939";44;2;1;"yes";"8";"3ft";"hyb";"30";1
"1940";44;2;2;"yes";"8";"2ft";"hyb";"40";0
"1941";44;2;3;"yes";"8";"3ft";"gas";"30";0
"1942";44;3;1;"yes";"7";"2ft";"gas";"30";0
"1943";44;3;2;"yes";"8";"2ft";"gas";"30";0
"1944";44;3;3;"yes";"6";"2ft";"gas";"35";1
"1945";44;4;1;"yes";"8";"3ft";"elec";"30";0
"1946";44;4;2;"yes";"8";"3ft";"gas";"40";0
"1947";44;4;3;"yes";"7";"3ft";"gas";"30";1
"1948";44;5;1;"yes";"8";"2ft";"elec";"35";0
"1949";44;5;2;"yes";"7";"2ft";"gas";"40";1
"1950";44;5;3;"yes";"6";"2ft";"hyb";"30";0
"1951";44;6;1;"yes";"6";"2ft";"hyb";"40";0
"1952";44;6;2;"yes";"6";"3ft";"gas";"40";1
"1953";44;6;3;"yes";"6";"3ft";"elec";"40";0
"1954";44;7;1;"yes";"6";"2ft";"elec";"30";0
"1955";44;7;2;"yes";"6";"2ft";"elec";"35";0
"1956";44;7;3;"yes";"8";"3ft";"gas";"35";1
"1957";44;8;1;"yes";"8";"2ft";"gas";"35";1
"1958";44;8;2;"yes";"6";"3ft";"hyb";"35";0
"1959";44;8;3;"yes";"7";"2ft";"gas";"35";0
"1960";44;9;1;"yes";"6";"2ft";"gas";"40";0
"1961";44;9;2;"yes";"6";"3ft";"hyb";"30";0
"1962";44;9;3;"yes";"7";"3ft";"gas";"40";1
"1963";44;10;1;"yes";"7";"3ft";"elec";"40";0
"1964";44;10;2;"yes";"6";"3ft";"elec";"35";1
"1965";44;10;3;"yes";"6";"2ft";"hyb";"35";0
"1966";44;11;1;"yes";"6";"3ft";"gas";"30";1
"1967";44;11;2;"yes";"7";"2ft";"elec";"35";0
"1968";44;11;3;"yes";"8";"3ft";"elec";"40";0
"1969";44;12;1;"yes";"8";"3ft";"hyb";"35";1
"1970";44;12;2;"yes";"6";"3ft";"elec";"30";0
"1971";44;12;3;"yes";"8";"2ft";"elec";"30";0
"1972";44;13;1;"yes";"7";"3ft";"hyb";"30";1
"1973";44;13;2;"yes";"6";"2ft";"elec";"40";0
"1974";44;13;3;"yes";"7";"2ft";"elec";"30";0
"1975";44;14;1;"yes";"6";"3ft";"gas";"35";1
"1976";44;14;2;"yes";"7";"3ft";"elec";"30";0
"1977";44;14;3;"yes";"6";"2ft";"gas";"30";0
"1978";44;15;1;"yes";"7";"2ft";"hyb";"40";1
"1979";44;15;2;"yes";"8";"2ft";"gas";"40";0
"1980";44;15;3;"yes";"6";"3ft";"hyb";"40";0
"1981";45;1;1;"yes";"7";"3ft";"elec";"30";1
"1982";45;1;2;"yes";"7";"3ft";"hyb";"35";0
"1983";45;1;3;"yes";"6";"3ft";"hyb";"40";0
"1984";45;2;1;"yes";"7";"2ft";"hyb";"35";0
"1985";45;2;2;"yes";"6";"2ft";"hyb";"40";1
"1986";45;2;3;"yes";"8";"3ft";"hyb";"35";0
"1987";45;3;1;"yes";"8";"3ft";"elec";"30";0
"1988";45;3;2;"yes";"6";"3ft";"hyb";"30";1
"1989";45;3;3;"yes";"6";"3ft";"elec";"30";0
"1990";45;4;1;"yes";"7";"2ft";"elec";"40";0
"1991";45;4;2;"yes";"7";"3ft";"gas";"35";0
"1992";45;4;3;"yes";"6";"3ft";"gas";"30";1
"1993";45;5;1;"yes";"7";"3ft";"elec";"40";0
"1994";45;5;2;"yes";"6";"3ft";"gas";"40";1
"1995";45;5;3;"yes";"8";"3ft";"elec";"40";0
"1996";45;6;1;"yes";"8";"3ft";"hyb";"40";0
"1997";45;6;2;"yes";"7";"2ft";"elec";"30";1
"1998";45;6;3;"yes";"8";"2ft";"hyb";"30";0
"1999";45;7;1;"yes";"8";"2ft";"hyb";"40";0
"2000";45;7;2;"yes";"8";"2ft";"gas";"40";1
"2001";45;7;3;"yes";"6";"2ft";"gas";"40";0
"2002";45;8;1;"yes";"7";"2ft";"hyb";"30";1
"2003";45;8;2;"yes";"7";"2ft";"gas";"30";0
"2004";45;8;3;"yes";"6";"2ft";"hyb";"35";0
"2005";45;9;1;"yes";"8";"2ft";"gas";"35";0
"2006";45;9;2;"yes";"7";"3ft";"hyb";"30";1
"2007";45;9;3;"yes";"8";"2ft";"elec";"35";0
"2008";45;10;1;"yes";"8";"2ft";"hyb";"35";1
"2009";45;10;2;"yes";"8";"3ft";"elec";"35";0
"2010";45;10;3;"yes";"8";"2ft";"elec";"40";0
"2011";45;11;1;"yes";"7";"2ft";"gas";"40";0
"2012";45;11;2;"yes";"6";"3ft";"gas";"35";0
"2013";45;11;3;"yes";"8";"2ft";"elec";"30";1
"2014";45;12;1;"yes";"6";"2ft";"elec";"30";1
"2015";45;12;2;"yes";"7";"2ft";"elec";"35";0
"2016";45;12;3;"yes";"7";"2ft";"gas";"35";0
"2017";45;13;1;"yes";"8";"2ft";"gas";"30";1
"2018";45;13;2;"yes";"7";"3ft";"gas";"40";0
"2019";45;13;3;"yes";"6";"3ft";"elec";"35";0
"2020";45;14;1;"yes";"7";"3ft";"hyb";"40";0
"2021";45;14;2;"yes";"8";"3ft";"hyb";"30";1
"2022";45;14;3;"yes";"6";"3ft";"elec";"40";0
"2023";45;15;1;"yes";"6";"2ft";"elec";"40";0
"2024";45;15;2;"yes";"7";"3ft";"elec";"35";0
"2025";45;15;3;"yes";"6";"2ft";"gas";"35";1
"2026";46;1;1;"no";"6";"3ft";"elec";"30";0
"2027";46;1;2;"no";"8";"2ft";"hyb";"35";1
"2028";46;1;3;"no";"8";"2ft";"gas";"30";0
"2029";46;2;1;"no";"6";"2ft";"gas";"40";1
"2030";46;2;2;"no";"8";"3ft";"hyb";"30";0
"2031";46;2;3;"no";"6";"2ft";"gas";"30";0
"2032";46;3;1;"no";"8";"2ft";"elec";"40";1
"2033";46;3;2;"no";"7";"3ft";"gas";"40";0
"2034";46;3;3;"no";"7";"2ft";"gas";"30";0
"2035";46;4;1;"no";"6";"3ft";"gas";"40";0
"2036";46;4;2;"no";"7";"3ft";"gas";"35";0
"2037";46;4;3;"no";"6";"2ft";"hyb";"35";1
"2038";46;5;1;"no";"8";"3ft";"elec";"35";0
"2039";46;5;2;"no";"8";"2ft";"hyb";"30";1
"2040";46;5;3;"no";"8";"2ft";"gas";"40";0
"2041";46;6;1;"no";"7";"3ft";"elec";"40";0
"2042";46;6;2;"no";"8";"2ft";"elec";"35";0
"2043";46;6;3;"no";"8";"2ft";"gas";"35";1
"2044";46;7;1;"no";"6";"2ft";"elec";"40";0
"2045";46;7;2;"no";"7";"2ft";"elec";"40";0
"2046";46;7;3;"no";"8";"3ft";"gas";"30";1
"2047";46;8;1;"no";"6";"3ft";"hyb";"35";0
"2048";46;8;2;"no";"8";"3ft";"hyb";"35";0
"2049";46;8;3;"no";"7";"2ft";"elec";"30";1
"2050";46;9;1;"no";"7";"3ft";"gas";"30";0
"2051";46;9;2;"no";"6";"3ft";"gas";"35";1
"2052";46;9;3;"no";"7";"3ft";"hyb";"40";0
"2053";46;10;1;"no";"6";"2ft";"hyb";"30";1
"2054";46;10;2;"no";"8";"3ft";"gas";"35";0
"2055";46;10;3;"no";"7";"3ft";"elec";"30";0
"2056";46;11;1;"no";"6";"3ft";"gas";"30";1
"2057";46;11;2;"no";"7";"2ft";"elec";"35";0
"2058";46;11;3;"no";"8";"2ft";"hyb";"40";0
"2059";46;12;1;"no";"8";"3ft";"hyb";"40";0
"2060";46;12;2;"no";"7";"2ft";"gas";"40";1
"2061";46;12;3;"no";"7";"3ft";"hyb";"35";0
"2062";46;13;1;"no";"7";"3ft";"elec";"35";0
"2063";46;13;2;"no";"6";"2ft";"hyb";"40";0
"2064";46;13;3;"no";"8";"2ft";"elec";"30";1
"2065";46;14;1;"no";"7";"2ft";"hyb";"35";0
"2066";46;14;2;"no";"6";"3ft";"hyb";"40";0
"2067";46;14;3;"no";"6";"2ft";"elec";"30";1
"2068";46;15;1;"no";"6";"3ft";"elec";"40";0
"2069";46;15;2;"no";"7";"2ft";"hyb";"30";0
"2070";46;15;3;"no";"6";"3ft";"hyb";"30";1
"2071";47;1;1;"no";"8";"2ft";"gas";"35";0
"2072";47;1;2;"no";"6";"3ft";"hyb";"40";1
"2073";47;1;3;"no";"7";"3ft";"hyb";"40";0
"2074";47;2;1;"no";"8";"2ft";"gas";"40";0
"2075";47;2;2;"no";"8";"3ft";"hyb";"40";0
"2076";47;2;3;"no";"8";"3ft";"gas";"35";1
"2077";47;3;1;"no";"6";"3ft";"elec";"40";0
"2078";47;3;2;"no";"7";"2ft";"gas";"40";0
"2079";47;3;3;"no";"7";"2ft";"hyb";"30";1
"2080";47;4;1;"no";"7";"3ft";"gas";"30";1
"2081";47;4;2;"no";"6";"2ft";"gas";"35";0
"2082";47;4;3;"no";"6";"3ft";"hyb";"35";0
"2083";47;5;1;"no";"8";"3ft";"elec";"40";1
"2084";47;5;2;"no";"8";"3ft";"gas";"40";0
"2085";47;5;3;"no";"8";"2ft";"hyb";"40";0
"2086";47;6;1;"no";"8";"3ft";"hyb";"30";0
"2087";47;6;2;"no";"7";"3ft";"gas";"40";1
"2088";47;6;3;"no";"6";"2ft";"hyb";"35";0
"2089";47;7;1;"no";"7";"3ft";"elec";"35";0
"2090";47;7;2;"no";"7";"2ft";"elec";"35";0
"2091";47;7;3;"no";"6";"2ft";"elec";"40";1
"2092";47;8;1;"no";"7";"2ft";"gas";"30";0
"2093";47;8;2;"no";"6";"3ft";"gas";"35";0
"2094";47;8;3;"no";"6";"2ft";"gas";"30";1
"2095";47;9;1;"no";"7";"3ft";"elec";"40";0
"2096";47;9;2;"no";"8";"2ft";"hyb";"30";1
"2097";47;9;3;"no";"8";"2ft";"elec";"30";0
"2098";47;10;1;"no";"8";"3ft";"elec";"30";0
"2099";47;10;2;"no";"6";"2ft";"elec";"30";1
"2100";47;10;3;"no";"7";"2ft";"hyb";"40";0
"2101";47;11;1;"no";"8";"3ft";"hyb";"35";0
"2102";47;11;2;"no";"6";"2ft";"hyb";"30";1
"2103";47;11;3;"no";"7";"3ft";"elec";"30";0
"2104";47;12;1;"no";"8";"2ft";"elec";"40";0
"2105";47;12;2;"no";"6";"2ft";"hyb";"40";1
"2106";47;12;3;"no";"8";"3ft";"elec";"35";0
"2107";47;13;1;"no";"6";"3ft";"gas";"40";1
"2108";47;13;2;"no";"8";"3ft";"gas";"30";0
"2109";47;13;3;"no";"7";"2ft";"hyb";"35";0
"2110";47;14;1;"no";"7";"3ft";"hyb";"35";0
"2111";47;14;2;"no";"7";"2ft";"gas";"35";0
"2112";47;14;3;"no";"6";"3ft";"hyb";"30";1
"2113";47;15;1;"no";"6";"3ft";"elec";"30";0
"2114";47;15;2;"no";"6";"3ft";"gas";"30";0
"2115";47;15;3;"no";"8";"2ft";"gas";"30";1
"2116";48;1;1;"no";"7";"3ft";"hyb";"40";0
"2117";48;1;2;"no";"6";"3ft";"gas";"35";1
"2118";48;1;3;"no";"6";"2ft";"gas";"35";0
"2119";48;2;1;"no";"6";"3ft";"gas";"40";1
"2120";48;2;2;"no";"7";"2ft";"elec";"40";0
"2121";48;2;3;"no";"6";"2ft";"gas";"40";0
"2122";48;3;1;"no";"7";"3ft";"elec";"30";0
"2123";48;3;2;"no";"6";"3ft";"hyb";"30";1
"2124";48;3;3;"no";"8";"3ft";"hyb";"30";0
"2125";48;4;1;"no";"7";"3ft";"elec";"40";0
"2126";48;4;2;"no";"8";"2ft";"gas";"30";1
"2127";48;4;3;"no";"6";"3ft";"hyb";"40";0
"2128";48;5;1;"no";"8";"2ft";"elec";"30";0
"2129";48;5;2;"no";"6";"2ft";"hyb";"40";1
"2130";48;5;3;"no";"8";"2ft";"gas";"35";0
"2131";48;6;1;"no";"6";"3ft";"elec";"30";0
"2132";48;6;2;"no";"6";"2ft";"gas";"30";1
"2133";48;6;3;"no";"8";"3ft";"elec";"40";0
"2134";48;7;1;"no";"8";"2ft";"elec";"35";0
"2135";48;7;2;"no";"7";"3ft";"hyb";"30";1
"2136";48;7;3;"no";"8";"3ft";"gas";"35";0
"2137";48;8;1;"no";"8";"3ft";"gas";"30";1
"2138";48;8;2;"no";"8";"3ft";"elec";"30";0
"2139";48;8;3;"no";"6";"2ft";"elec";"30";0
"2140";48;9;1;"no";"7";"2ft";"hyb";"30";0
"2141";48;9;2;"no";"8";"3ft";"hyb";"35";0
"2142";48;9;3;"no";"6";"3ft";"gas";"30";1
"2143";48;10;1;"no";"7";"3ft";"gas";"35";1
"2144";48;10;2;"no";"7";"2ft";"hyb";"40";0
"2145";48;10;3;"no";"7";"2ft";"elec";"35";0
"2146";48;11;1;"no";"8";"3ft";"elec";"35";0
"2147";48;11;2;"no";"7";"2ft";"hyb";"35";0
"2148";48;11;3;"no";"7";"2ft";"gas";"30";1
"2149";48;12;1;"no";"6";"2ft";"hyb";"35";0
"2150";48;12;2;"no";"7";"3ft";"gas";"30";1
"2151";48;12;3;"no";"6";"2ft";"elec";"40";0
"2152";48;13;1;"no";"6";"2ft";"elec";"35";0
"2153";48;13;2;"no";"6";"2ft";"hyb";"30";1
"2154";48;13;3;"no";"8";"2ft";"gas";"40";0
"2155";48;14;1;"no";"7";"2ft";"elec";"30";0
"2156";48;14;2;"no";"6";"3ft";"elec";"40";0
"2157";48;14;3;"no";"8";"2ft";"hyb";"35";1
"2158";48;15;1;"no";"8";"2ft";"hyb";"40";0
"2159";48;15;2;"no";"8";"2ft";"hyb";"30";0
"2160";48;15;3;"no";"7";"2ft";"gas";"40";1
"2161";49;1;1;"no";"8";"2ft";"elec";"35";0
"2162";49;1;2;"no";"8";"3ft";"hyb";"35";0
