"","resp_id","ques","alt","segment","seat","trans","convert","price","choice"
"1237",42,3,1,"fun",5,"manual","yes",30,0
"1238",42,3,2,"fun",2,"manual","no",40,0
"1239",42,3,3,"fun",4,"auto","yes",40,1
"1240",42,4,1,"fun",5,"manual","no",40,0
"1241",42,4,2,"fun",4,"manual","yes",35,0
"1242",42,4,3,"fun",2,"auto","yes",40,1
"1243",42,5,1,"fun",4,"auto","no",40,0
"1244",42,5,2,"fun",4,"manual","yes",30,1
"1245",42,5,3,"fun",5,"auto","no",40,0
"1246",42,6,1,"fun",5,"auto","yes",30,1
"1247",42,6,2,"fun",2,"auto","yes",30,0
"1248",42,6,3,"fun",2,"auto","no",40,0
"1249",42,7,1,"fun",4,"manual","no",40,0
"1250",42,7,2,"fun",2,"manual","yes",40,0
"1251",42,7,3,"fun",2,"manual","yes",35,1
"1252",42,8,1,"fun",5,"manual","no",35,0
"1253",42,8,2,"fun",2,"auto","no",30,0
"1254",42,8,3,"fun",4,"auto","no",30,1
"1255",42,9,1,"fun",4,"auto","yes",30,1
"1256",42,9,2,"fun",4,"manual","no",35,0
"1257",42,9,3,"fun",4,"manual","no",30,0
"1258",42,10,1,"fun",2,"manual","no",30,0
"1259",42,10,2,"fun",4,"manual","yes",40,0
"1260",42,10,3,"fun",2,"auto","yes",35,1
"1261",43,1,1,"fun",5,"auto","no",35,0
"1262",43,1,2,"fun",4,"auto","no",30,1
"1263",43,1,3,"fun",2,"auto","no",35,0
"1264",43,2,1,"fun",5,"auto","no",30,1
"1265",43,2,2,"fun",2,"manual","no",35,0
"1266",43,2,3,"fun",4,"auto","yes",30,0
"1267",43,3,1,"fun",2,"manual","no",30,0
"1268",43,3,2,"fun",2,"manual","no",40,0
"1269",43,3,3,"fun",5,"manual","no",30,1
"1270",43,4,1,"fun",4,"auto","yes",35,0
"1271",43,4,2,"fun",4,"auto","no",40,1
"1272",43,4,3,"fun",5,"manual","no",35,0
"1273",43,5,1,"fun",2,"auto","no",30,1
"1274",43,5,2,"fun",4,"manual","no",40,0
"1275",43,5,3,"fun",2,"manual","yes",30,0
"1276",43,6,1,"fun",5,"manual","no",40,0
"1277",43,6,2,"fun",4,"manual","yes",30,0
"1278",43,6,3,"fun",4,"manual","no",30,1
"1279",43,7,1,"fun",5,"auto","yes",30,1
"1280",43,7,2,"fun",5,"manual","yes",35,0
"1281",43,7,3,"fun",5,"manual","yes",40,0
"1282",43,8,1,"fun",5,"manual","yes",30,0
"1283",43,8,2,"fun",2,"manual","yes",35,0
"1284",43,8,3,"fun",5,"auto","yes",35,1
"1285",43,9,1,"fun",5,"auto","yes",40,0
"1286",43,9,2,"fun",4,"manual","yes",35,1
"1287",43,9,3,"fun",4,"auto","yes",40,0
"1288",43,10,1,"fun",2,"auto","no",40,0
"1289",43,10,2,"fun",2,"manual","yes",40,1
"1290",43,10,3,"fun",5,"auto","no",40,0
"1291",44,1,1,"basic",5,"auto","yes",35,0
"1292",44,1,2,"basic",5,"manual","no",35,0
"1293",44,1,3,"basic",5,"auto","no",35,1
"1294",44,2,1,"basic",4,"auto","yes",40,0
"1295",44,2,2,"basic",5,"auto","no",40,0
"1296",44,2,3,"basic",5,"manual","yes",35,1
"1297",44,3,1,"basic",4,"auto","yes",30,1
"1298",44,3,2,"basic",2,"manual","no",40,0
"1299",44,3,3,"basic",2,"manual","no",30,0
"1300",44,4,1,"basic",5,"manual","no",30,1
"1301",44,4,2,"basic",4,"auto","no",40,0
"1302",44,4,3,"basic",2,"auto","no",30,0
"1303",44,5,1,"basic",4,"manual","yes",40,0
"1304",44,5,2,"basic",2,"auto","no",40,0
"1305",44,5,3,"basic",2,"auto","yes",40,1
"1306",44,6,1,"basic",4,"manual","no",35,0
"1307",44,6,2,"basic",2,"manual","yes",30,0
"1308",44,6,3,"basic",4,"auto","yes",35,1
"1309",44,7,1,"basic",2,"manual","yes",35,0
"1310",44,7,2,"basic",2,"auto","yes",30,1
"1311",44,7,3,"basic",4,"auto","no",35,0
"1312",44,8,1,"basic",2,"auto","no",35,1
"1313",44,8,2,"basic",5,"manual","yes",40,0
"1314",44,8,3,"basic",2,"auto","yes",35,0
"1315",44,9,1,"basic",5,"manual","no",40,0
"1316",44,9,2,"basic",4,"manual","yes",30,0
"1317",44,9,3,"basic",5,"manual","yes",30,1
"1318",44,10,1,"basic",4,"manual","no",40,0
"1319",44,10,2,"basic",5,"auto","yes",30,1
"1320",44,10,3,"basic",5,"auto","yes",40,0
"1321",45,1,1,"basic",4,"manual","no",30,1
"1322",45,1,2,"basic",2,"auto","no",35,0
"1323",45,1,3,"basic",2,"manual","no",35,0
"1324",45,2,1,"basic",5,"manual","no",40,0
"1325",45,2,2,"basic",5,"auto","yes",40,1
"1326",45,2,3,"basic",2,"manual","no",30,0
"1327",45,3,1,"basic",5,"manual","yes",35,0
"1328",45,3,2,"basic",5,"auto","yes",30,1
"1329",45,3,3,"basic",2,"manual","yes",40,0
"1330",45,4,1,"basic",2,"manual","no",40,0
"1331",45,4,2,"basic",5,"auto","yes",35,1
"1332",45,4,3,"basic",5,"manual","yes",40,0
"1333",45,5,1,"basic",4,"manual","no",40,1
"1334",45,5,2,"basic",5,"auto","no",30,0
"1335",45,5,3,"basic",5,"manual","no",30,0
"1336",45,6,1,"basic",2,"auto","yes",30,0
"1337",45,6,2,"basic",4,"auto","no",30,1
"1338",45,6,3,"basic",4,"auto","no",40,0
"1339",45,7,1,"basic",5,"auto","no",35,1
"1340",45,7,2,"basic",2,"auto","yes",35,0
"1341",45,7,3,"basic",4,"auto","yes",30,0
"1342",45,8,1,"basic",2,"manual","yes",30,0
"1343",45,8,2,"basic",4,"auto","yes",40,0
"1344",45,8,3,"basic",4,"auto","yes",35,1
"1345",45,9,1,"basic",4,"manual","yes",30,0
"1346",45,9,2,"basic",5,"manual","no",35,0
"1347",45,9,3,"basic",5,"manual","yes",30,1
"1348",45,10,1,"basic",4,"manual","yes",40,0
"1349",45,10,2,"basic",2,"manual","yes",35,0
"1350",45,10,3,"basic",2,"auto","yes",40,1
"1351",46,1,1,"fun",4,"auto","yes",40,1
"1352",46,1,2,"fun",2,"manual","yes",35,0
"1353",46,1,3,"fun",4,"auto","yes",35,0
"1354",46,2,1,"fun",4,"manual","yes",30,0
"1355",46,2,2,"fun",2,"manual","no",40,1
"1356",46,2,3,"fun",4,"auto","no",35,0
"1357",46,3,1,"fun",5,"manual","no",35,0
"1358",46,3,2,"fun",2,"manual","no",30,1
"1359",46,3,3,"fun",5,"manual","no",40,0
"1360",46,4,1,"fun",5,"manual","yes",40,1
"1361",46,4,2,"fun",2,"manual","no",35,0
"1362",46,4,3,"fun",4,"manual","yes",35,0
"1363",46,5,1,"fun",4,"auto","no",40,0
"1364",46,5,2,"fun",2,"auto","no",30,1
"1365",46,5,3,"fun",5,"manual","yes",35,0
"1366",46,6,1,"fun",5,"auto","yes",40,0
"1367",46,6,2,"fun",2,"auto","yes",30,1
"1368",46,6,3,"fun",4,"manual","no",35,0
"1369",46,7,1,"fun",2,"auto","no",35,0
"1370",46,7,2,"fun",2,"auto","yes",40,0
"1371",46,7,3,"fun",5,"auto","yes",30,1
"1372",46,8,1,"fun",5,"auto","no",30,1
"1373",46,8,2,"fun",2,"auto","no",40,0
"1374",46,8,3,"fun",2,"manual","yes",40,0
"1375",46,9,1,"fun",2,"auto","yes",35,1
"1376",46,9,2,"fun",5,"auto","no",35,0
"1377",46,9,3,"fun",2,"manual","yes",30,0
"1378",46,10,1,"fun",4,"manual","no",40,1
"1379",46,10,2,"fun",4,"manual","yes",40,0
"1380",46,10,3,"fun",5,"manual","no",30,0
"1381",47,1,1,"fun",2,"auto","yes",40,0
"1382",47,1,2,"fun",2,"auto","yes",35,0
"1383",47,1,3,"fun",2,"auto","no",30,1
"1384",47,2,1,"fun",5,"auto","no",35,0
"1385",47,2,2,"fun",4,"auto","no",30,1
"1386",47,2,3,"fun",2,"auto","yes",30,0
"1387",47,3,1,"fun",5,"auto","yes",40,1
"1388",47,3,2,"fun",4,"manual","no",35,0
"1389",47,3,3,"fun",5,"manual","no",40,0
"1390",47,4,1,"fun",4,"manual","yes",40,0
"1391",47,4,2,"fun",5,"auto","yes",30,1
"1392",47,4,3,"fun",4,"manual","yes",35,0
"1393",47,5,1,"fun",2,"manual","yes",30,0
"1394",47,5,2,"fun",2,"auto","no",35,1
"1395",47,5,3,"fun",2,"auto","no",40,0
"1396",47,6,1,"fun",2,"manual","no",30,1
"1397",47,6,2,"fun",2,"manual","yes",40,0
"1398",47,6,3,"fun",4,"auto","yes",40,0
"1399",47,7,1,"fun",5,"manual","no",35,1
"1400",47,7,2,"fun",4,"manual","yes",30,0
"1401",47,7,3,"fun",2,"manual","yes",35,0
"1402",47,8,1,"fun",5,"manual","no",30,0
"1403",47,8,2,"fun",4,"manual","no",40,0
"1404",47,8,3,"fun",4,"auto","yes",35,1
"1405",47,9,1,"fun",2,"manual","no",35,0
"1406",47,9,2,"fun",4,"auto","no",35,0
"1407",47,9,3,"fun",4,"auto","yes",30,1
"1408",47,10,1,"fun",2,"manual","no",40,0
"1409",47,10,2,"fun",4,"manual","no",30,0
"1410",47,10,3,"fun",5,"manual","yes",35,1
"1411",48,1,1,"basic",4,"manual","yes",40,0
"1412",48,1,2,"basic",2,"manual","yes",35,0
"1413",48,1,3,"basic",2,"auto","no",35,1
"1414",48,2,1,"basic",5,"auto","no",30,1
"1415",48,2,2,"basic",5,"auto","yes",40,0
"1416",48,2,3,"basic",4,"manual","yes",30,0
"1417",48,3,1,"basic",2,"auto","yes",30,0
"1418",48,3,2,"basic",2,"auto","no",30,1
"1419",48,3,3,"basic",4,"manual","no",40,0
"1420",48,4,1,"basic",2,"auto","yes",40,0
"1421",48,4,2,"basic",5,"manual","yes",30,1
"1422",48,4,3,"basic",5,"auto","yes",35,0
"1423",48,5,1,"basic",4,"manual","yes",35,1
"1424",48,5,2,"basic",4,"auto","no",35,0
"1425",48,5,3,"basic",4,"auto","no",40,0
"1426",48,6,1,"basic",5,"manual","no",35,0
"1427",48,6,2,"basic",4,"manual","no",30,1
"1428",48,6,3,"basic",5,"manual","no",40,0
"1429",48,7,1,"basic",2,"auto","no",40,0
"1430",48,7,2,"basic",4,"auto","no",30,1
"1431",48,7,3,"basic",2,"manual","yes",40,0
"1432",48,8,1,"basic",2,"manual","no",30,0
"1433",48,8,2,"basic",5,"manual","yes",35,0
"1434",48,8,3,"basic",5,"manual","no",30,1
"1435",48,9,1,"basic",4,"auto","yes",30,0
"1436",48,9,2,"basic",4,"manual","no",35,0
"1437",48,9,3,"basic",5,"auto","no",35,1
"1438",48,10,1,"basic",2,"manual","yes",30,0
"1439",48,10,2,"basic",5,"manual","yes",40,0
"1440",48,10,3,"basic",4,"auto","yes",35,1
"1441",49,1,1,"basic",5,"manual","no",30,0
"1442",49,1,2,"basic",2,"auto","yes",35,1
"1443",49,1,3,"basic",4,"manual","yes",35,0
"1444",49,2,1,"basic",5,"auto","yes",40,0
"1445",49,2,2,"basic",5,"manual","no",35,1
"1446",49,2,3,"basic",4,"auto","yes",40,0
"1447",49,3,1,"basic",2,"auto","no",40,0
"1448",49,3,2,"basic",4,"auto","yes",35,1
"1449",49,3,3,"basic",5,"auto","no",40,0
"1450",49,4,1,"basic",2,"auto","no",30,1
"1451",49,4,2,"basic",5,"manual","no",40,0
"1452",49,4,3,"basic",2,"auto","yes",40,0
"1453",49,5,1,"basic",4,"manual","no",40,0
"1454",49,5,2,"basic",2,"manual","yes",35,1
"1455",49,5,3,"basic",5,"manual","yes",40,0
"1456",49,6,1,"basic",5,"auto","yes",35,0
"1457",49,6,2,"basic",4,"manual","yes",40,0
"1458",49,6,3,"basic",4,"auto","no",35,1
"1459",49,7,1,"basic",5,"auto","yes",30,0
"1460",49,7,2,"basic",4,"manual","yes",30,0
"1461",49,7,3,"basic",5,"manual","yes",30,1
"1462",49,8,1,"basic",4,"manual","no",30,0
"1463",49,8,2,"basic",4,"auto","yes",30,1
"1464",49,8,3,"basic",2,"manual","no",35,0
"1465",49,9,1,"basic",2,"auto","yes",30,0
"1466",49,9,2,"basic",5,"auto","no",30,0
"1467",49,9,3,"basic",4,"auto","no",30,1
"1468",49,10,1,"basic",4,"manual","no",35,0
"1469",49,10,2,"basic",2,"manual","yes",30,1
"1470",49,10,3,"basic",2,"manual","no",40,0
"1471",50,1,1,"fun",5,"manual","yes",35,0
"1472",50,1,2,"fun",4,"manual","yes",30,0
"1473",50,1,3,"fun",4,"auto","yes",30,1
"1474",50,2,1,"fun",2,"auto","no",35,0
"1475",50,2,2,"fun",2,"manual","no",30,0
"1476",50,2,3,"fun",5,"auto","yes",35,1
"1477",50,3,1,"fun",4,"auto","no",35,0
"1478",50,3,2,"fun",2,"auto","no",30,0
"1479",50,3,3,"fun",5,"manual","yes",30,1
"1480",50,4,1,"fun",5,"auto","no",40,1
"1481",50,4,2,"fun",5,"manual","yes",40,0
"1482",50,4,3,"fun",4,"manual","yes",40,0
"1483",50,5,1,"fun",4,"manual","yes",35,0
"1484",50,5,2,"fun",2,"manual","yes",40,1
"1485",50,5,3,"fun",2,"manual","no",35,0
"1486",50,6,1,"fun",2,"manual","yes",35,0
"1487",50,6,2,"fun",4,"manual","no",40,0
"1488",50,6,3,"fun",5,"auto","no",35,1
"1489",50,7,1,"fun",4,"auto","no",40,0
"1490",50,7,2,"fun",4,"auto","yes",35,0
"1491",50,7,3,"fun",5,"auto","no",30,1
"1492",50,8,1,"fun",5,"auto","yes",40,1
"1493",50,8,2,"fun",5,"manual","no",30,0
"1494",50,8,3,"fun",4,"manual","no",35,0
"1495",50,9,1,"fun",5,"auto","yes",30,1
"1496",50,9,2,"fun",4,"manual","no",30,0
"1497",50,9,3,"fun",2,"auto","yes",30,0
"1498",50,10,1,"fun",4,"auto","no",30,1
"1499",50,10,2,"fun",2,"manual","yes",30,0
"1500",50,10,3,"fun",2,"manual","no",40,0
"1501",51,1,1,"fun",2,"auto","yes",35,0
"1502",51,1,2,"fun",4,"manual","no",40,0
"1503",51,1,3,"fun",4,"auto","yes",30,1
"1504",51,2,1,"fun",2,"manual","no",35,0
"1505",51,2,2,"fun",4,"auto","no",30,0
"1506",51,2,3,"fun",2,"auto","yes",30,1
"1507",51,3,1,"fun",2,"manual","no",40,0
"1508",51,3,2,"fun",5,"manual","yes",40,1
"1509",51,3,3,"fun",5,"manual","no",40,0
"1510",51,4,1,"fun",4,"manual","no",30,0
"1511",51,4,2,"fun",5,"manual","yes",30,0
"1512",51,4,3,"fun",4,"manual","yes",35,1
"1513",51,5,1,"fun",4,"manual","no",35,0
"1514",51,5,2,"fun",2,"auto","no",40,0
"1515",51,5,3,"fun",4,"auto","no",40,1
"1516",51,6,1,"fun",5,"auto","yes",35,1
"1517",51,6,2,"fun",2,"auto","yes",40,0
"1518",51,6,3,"fun",5,"manual","no",35,0
"1519",51,7,1,"fun",4,"auto","yes",35,1
"1520",51,7,2,"fun",2,"manual","no",30,0
"1521",51,7,3,"fun",5,"manual","no",30,0
"1522",51,8,1,"fun",2,"auto","no",30,0
"1523",51,8,2,"fun",2,"auto","no",35,1
"1524",51,8,3,"fun",4,"manual","yes",30,0
"1525",51,9,1,"fun",2,"manual","yes",40,0
"1526",51,9,2,"fun",4,"auto","yes",40,0
"1527",51,9,3,"fun",2,"manual","yes",30,1
"1528",51,10,1,"fun",5,"auto","no",35,0
"1529",51,10,2,"fun",4,"auto","no",35,0
"1530",51,10,3,"fun",5,"manual","yes",35,1
"1531",52,1,1,"basic",5,"manual","yes",40,0
"1532",52,1,2,"basic",5,"auto","no",40,1
"1533",52,1,3,"basic",2,"manual","no",30,0
"1534",52,2,1,"basic",2,"manual","no",40,0
"1535",52,2,2,"basic",2,"auto","yes",30,1
"1536",52,2,3,"basic",5,"manual","no",30,0
"1537",52,3,1,"basic",5,"auto","no",30,1
"1538",52,3,2,"basic",4,"manual","yes",40,0
"1539",52,3,3,"basic",4,"manual","no",40,0
"1540",52,4,1,"basic",5,"auto","yes",40,1
"1541",52,4,2,"basic",4,"manual","yes",35,0
"1542",52,4,3,"basic",2,"manual","yes",35,0
"1543",52,5,1,"basic",4,"auto","yes",35,0
"1544",52,5,2,"basic",4,"auto","no",40,1
"1545",52,5,3,"basic",4,"manual","yes",30,0
"1546",52,6,1,"basic",4,"auto","yes",40,1
"1547",52,6,2,"basic",4,"manual","no",30,0
"1548",52,6,3,"basic",5,"manual","no",35,0
"1549",52,7,1,"basic",2,"manual","no",35,0
"1550",52,7,2,"basic",2,"auto","no",35,1
"1551",52,7,3,"basic",5,"auto","yes",30,0
"1552",52,8,1,"basic",2,"manual","yes",30,0
"1553",52,8,2,"basic",2,"auto","yes",35,0
"1554",52,8,3,"basic",4,"auto","yes",30,1
"1555",52,9,1,"basic",5,"manual","yes",30,0
"1556",52,9,2,"basic",2,"auto","yes",40,0
"1557",52,9,3,"basic",5,"auto","yes",35,1
"1558",52,10,1,"basic",4,"manual","no",35,0
"1559",52,10,2,"basic",4,"auto","no",35,0
"1560",52,10,3,"basic",4,"auto","no",30,1
"1561",53,1,1,"fun",2,"manual","no",35,1
"1562",53,1,2,"fun",2,"manual","no",30,0
"1563",53,1,3,"fun",5,"auto","no",40,0
"1564",53,2,1,"fun",5,"auto","yes",30,0
"1565",53,2,2,"fun",5,"auto","no",30,0
"1566",53,2,3,"fun",4,"auto","yes",35,1
"1567",53,3,1,"fun",2,"auto","yes",40,1
"1568",53,3,2,"fun",4,"manual","no",30,0
"1569",53,3,3,"fun",2,"manual","yes",30,0
"1570",53,4,1,"fun",4,"auto","yes",30,1
"1571",53,4,2,"fun",4,"manual","yes",30,0
"1572",53,4,3,"fun",5,"auto","no",35,0
"1573",53,5,1,"fun",4,"manual","no",40,1
"1574",53,5,2,"fun",4,"manual","yes",35,0
"1575",53,5,3,"fun",2,"auto","no",40,0
"1576",53,6,1,"fun",2,"auto","no",30,1
"1577",53,6,2,"fun",5,"manual","no",35,0
"1578",53,6,3,"fun",5,"auto","yes",35,0
"1579",53,7,1,"fun",2,"manual","no",40,0
"1580",53,7,2,"fun",5,"manual","yes",40,0
"1581",53,7,3,"fun",4,"auto","yes",40,1
"1582",53,8,1,"fun",4,"auto","no",35,0
"1583",53,8,2,"fun",5,"manual","yes",35,1
"1584",53,8,3,"fun",4,"manual","no",35,0
"1585",53,9,1,"fun",2,"manual","yes",35,0
"1586",53,9,2,"fun",2,"auto","yes",30,1
"1587",53,9,3,"fun",2,"auto","yes",35,0
"1588",53,10,1,"fun",4,"manual","yes",40,0
"1589",53,10,2,"fun",2,"manual","yes",40,0
"1590",53,10,3,"fun",5,"auto","yes",40,1
"1591",54,1,1,"racer",4,"auto","yes",40,0
"1592",54,1,2,"racer",4,"manual","no",35,1
"1593",54,1,3,"racer",4,"manual","yes",35,0
"1594",54,2,1,"racer",2,"auto","no",40,0
"1595",54,2,2,"racer",5,"auto","no",40,0
"1596",54,2,3,"racer",4,"auto","no",40,1
"1597",54,3,1,"racer",5,"auto","yes",35,0
"1598",54,3,2,"racer",5,"auto","yes",30,0
"1599",54,3,3,"racer",5,"manual","no",40,1
"1600",54,4,1,"racer",4,"manual","yes",40,0
"1601",54,4,2,"racer",2,"auto","yes",40,0
"1602",54,4,3,"racer",2,"manual","no",30,1
"1603",54,5,1,"racer",4,"manual","no",40,0
"1604",54,5,2,"racer",4,"auto","yes",35,0
"1605",54,5,3,"racer",4,"manual","no",30,1
"1606",54,6,1,"racer",2,"manual","no",40,1
"1607",54,6,2,"racer",5,"auto","yes",40,0
"1608",54,6,3,"racer",4,"manual","yes",30,0
"1609",54,7,1,"racer",4,"auto","yes",30,1
"1610",54,7,2,"racer",5,"manual","yes",40,0
"1611",54,7,3,"racer",2,"manual","yes",30,0
"1612",54,8,1,"racer",5,"manual","yes",35,0
"1613",54,8,2,"racer",5,"manual","no",30,1
"1614",54,8,3,"racer",2,"auto","no",30,0
"1615",54,9,1,"racer",2,"auto","no",35,1
"1616",54,9,2,"racer",4,"auto","no",35,0
"1617",54,9,3,"racer",5,"auto","no",35,0
"1618",54,10,1,"racer",2,"auto","yes",35,0
"1619",54,10,2,"racer",2,"manual","yes",40,0
"1620",54,10,3,"racer",5,"auto","no",30,1
"1621",55,1,1,"basic",2,"auto","no",40,0
"1622",55,1,2,"basic",2,"auto","yes",40,1
"1623",55,1,3,"basic",4,"manual","yes",40,0
"1624",55,2,1,"basic",5,"manual","yes",30,1
"1625",55,2,2,"basic",5,"manual","yes",40,0
"1626",55,2,3,"basic",4,"auto","no",30,0
"1627",55,3,1,"basic",5,"auto","yes",30,1
"1628",55,3,2,"basic",4,"auto","yes",35,0
"1629",55,3,3,"basic",5,"manual","no",40,0
"1630",55,4,1,"basic",5,"manual","yes",35,0
"1631",55,4,2,"basic",5,"auto","yes",40,1
"1632",55,4,3,"basic",4,"manual","yes",35,0
"1633",55,5,1,"basic",2,"manual","yes",40,0
"1634",55,5,2,"basic",2,"manual","yes",35,0
"1635",55,5,3,"basic",5,"manual","no",30,1
"1636",55,6,1,"basic",4,"auto","yes",30,0
"1637",55,6,2,"basic",4,"manual","yes",30,0
"1638",55,6,3,"basic",4,"auto","no",35,1
"1639",55,7,1,"basic",4,"manual","no",35,0
"1640",55,7,2,"basic",5,"manual","no",35,0
"1641",55,7,3,"basic",2,"manual","yes",30,1
"1642",55,8,1,"basic",4,"auto","yes",40,1
"1643",55,8,2,"basic",5,"auto","no",40,0
"1644",55,8,3,"basic",2,"manual","no",35,0
"1645",55,9,1,"basic",4,"manual","no",30,0
"1646",55,9,2,"basic",2,"auto","no",30,1
"1647",55,9,3,"basic",5,"auto","yes",35,0
"1648",55,10,1,"basic",2,"auto","yes",35,0
"1649",55,10,2,"basic",2,"auto","yes",30,1
"1650",55,10,3,"basic",4,"manual","no",40,0
"1651",56,1,1,"basic",2,"auto","no",30,1
"1652",56,1,2,"basic",4,"auto","no",30,0
"1653",56,1,3,"basic",5,"auto","yes",40,0
"1654",56,2,1,"basic",2,"auto","yes",40,1
"1655",56,2,2,"basic",2,"manual","yes",30,0
"1656",56,2,3,"basic",4,"auto","yes",35,0
"1657",56,3,1,"basic",4,"manual","yes",35,0
"1658",56,3,2,"basic",5,"manual","yes",30,1
"1659",56,3,3,"basic",5,"manual","no",30,0
"1660",56,4,1,"basic",2,"manual","no",40,0
"1661",56,4,2,"basic",2,"auto","no",40,1
"1662",56,4,3,"basic",4,"manual","no",35,0
"1663",56,5,1,"basic",5,"auto","no",30,1
"1664",56,5,2,"basic",2,"manual","yes",40,0
"1665",56,5,3,"basic",4,"auto","yes",30,0
"1666",56,6,1,"basic",4,"manual","yes",30,0
"1667",56,6,2,"basic",4,"manual","no",30,0
"1668",56,6,3,"basic",2,"manual","yes",35,1
"1669",56,7,1,"basic",4,"auto","yes",40,0
"1670",56,7,2,"basic",2,"auto","no",35,0
"1671",56,7,3,"basic",2,"auto","yes",35,1
"1672",56,8,1,"basic",5,"auto","no",35,0
"1673",56,8,2,"basic",2,"auto","yes",30,1
"1674",56,8,3,"basic",4,"manual","no",40,0
"1675",56,9,1,"basic",4,"auto","no",35,0
"1676",56,9,2,"basic",2,"manual","no",30,1
"1677",56,9,3,"basic",4,"manual","yes",40,0
"1678",56,10,1,"basic",5,"manual","no",40,0
"1679",56,10,2,"basic",4,"auto","no",40,0
"1680",56,10,3,"basic",5,"auto","no",40,1
"1681",57,1,1,"basic",5,"auto","yes",35,0
"1682",57,1,2,"basic",4,"manual","no",30,1
"1683",57,1,3,"basic",4,"manual","yes",40,0
"1684",57,2,1,"basic",5,"auto","yes",40,0
"1685",57,2,2,"basic",5,"manual","no",35,0
"1686",57,2,3,"basic",5,"auto","yes",30,1
"1687",57,3,1,"basic",2,"auto","yes",35,0
"1688",57,3,2,"basic",5,"auto","no",35,1
"1689",57,3,3,"basic",4,"manual","yes",30,0
"1690",57,4,1,"basic",2,"manual","yes",40,0
"1691",57,4,2,"basic",5,"manual","yes",35,1
"1692",57,4,3,"basic",2,"manual","yes",30,0
"1693",57,5,1,"basic",4,"manual","no",40,0
"1694",57,5,2,"basic",2,"manual","no",40,0
"1695",57,5,3,"basic",4,"auto","no",35,1
"1696",57,6,1,"basic",2,"auto","no",40,0
"1697",57,6,2,"basic",5,"manual","yes",30,1
"1698",57,6,3,"basic",4,"auto","yes",40,0
"1699",57,7,1,"basic",5,"manual","yes",40,0
"1700",57,7,2,"basic",5,"auto","no",40,1
"1701",57,7,3,"basic",5,"manual","no",30,0
"1702",57,8,1,"basic",2,"manual","yes",35,0
"1703",57,8,2,"basic",2,"auto","no",35,0
"1704",57,8,3,"basic",5,"auto","no",30,1
"1705",57,9,1,"basic",4,"manual","yes",35,0
"1706",57,9,2,"basic",2,"auto","yes",40,0
"1707",57,9,3,"basic",2,"auto","no",30,1
"1708",57,10,1,"basic",2,"manual","no",35,0
"1709",57,10,2,"basic",5,"manual","no",40,1
"1710",57,10,3,"basic",4,"auto","no",40,0
"1711",58,1,1,"fun",4,"auto","yes",40,1
"1712",58,1,2,"fun",2,"auto","no",40,0
"1713",58,1,3,"fun",4,"auto","no",40,0
"1714",58,2,1,"fun",5,"auto","yes",35,1
"1715",58,2,2,"fun",4,"manual","yes",35,0
"1716",58,2,3,"fun",5,"auto","yes",40,0
"1717",58,3,1,"fun",2,"auto","yes",40,0
"1718",58,3,2,"fun",5,"manual","no",40,0
"1719",58,3,3,"fun",4,"auto","yes",35,1
"1720",58,4,1,"fun",2,"manual","yes",40,0
"1721",58,4,2,"fun",5,"manual","no",35,1
"1722",58,4,3,"fun",4,"manual","no",35,0
"1723",58,5,1,"fun",5,"auto","no",40,0
"1724",58,5,2,"fun",2,"manual","no",40,0
"1725",58,5,3,"fun",4,"manual","yes",30,1
"1726",58,6,1,"fun",4,"auto","no",30,1
"1727",58,6,2,"fun",2,"manual","yes",30,0
"1728",58,6,3,"fun",4,"auto","no",35,0
"1729",58,7,1,"fun",4,"manual","yes",40,0
"1730",58,7,2,"fun",2,"manual","no",30,0
"1731",58,7,3,"fun",5,"auto","yes",30,1
"1732",58,8,1,"fun",2,"manual","no",35,0
"1733",58,8,2,"fun",4,"manual","no",30,0
"1734",58,8,3,"fun",2,"auto","yes",30,1
"1735",58,9,1,"fun",5,"manual","yes",35,1
"1736",58,9,2,"fun",2,"auto","yes",35,0
"1737",58,9,3,"fun",2,"manual","yes",35,0
"1738",58,10,1,"fun",2,"auto","no",35,0
"1739",58,10,2,"fun",5,"auto","no",35,1
"1740",58,10,3,"fun",2,"auto","no",30,0
"1741",59,1,1,"basic",4,"manual","no",30,1
"1742",59,1,2,"basic",2,"auto","no",40,0
"1743",59,1,3,"basic",2,"manual","yes",40,0
"1744",59,2,1,"basic",2,"manual","no",35,0
"1745",59,2,2,"basic",4,"manual","yes",30,0
"1746",59,2,3,"basic",2,"auto","yes",35,1
"1747",59,3,1,"basic",5,"manual","yes",30,1
"1748",59,3,2,"basic",4,"auto","no",40,0
"1749",59,3,3,"basic",5,"manual","no",30,0
"1750",59,4,1,"basic",4,"manual","no",35,0
"1751",59,4,2,"basic",4,"manual","no",40,0
"1752",59,4,3,"basic",2,"manual","no",30,1
"1753",59,5,1,"basic",4,"manual","yes",40,0
"1754",59,5,2,"basic",4,"auto","yes",35,0
"1755",59,5,3,"basic",5,"auto","yes",40,1
"1756",59,6,1,"basic",4,"manual","yes",35,0
"1757",59,6,2,"basic",2,"manual","no",40,0
"1758",59,6,3,"basic",2,"auto","no",30,1
"1759",59,7,1,"basic",5,"auto","no",35,0
"1760",59,7,2,"basic",4,"auto","yes",30,1
"1761",59,7,3,"basic",5,"manual","no",35,0
"1762",59,8,1,"basic",5,"auto","yes",30,1
